url,tactile,caption,index
images_rgb/image_2064_rgb.jpg,images_tac/image_2064_tac.jpg,"hard, splotchy, glossy",2064
images_rgb/image_1500_rgb.jpg,images_tac/image_1500_tac.jpg,"fabric, lined",1500
images_rgb/image_2280_rgb.jpg,images_tac/image_2280_tac.jpg,"lined, fabric",2280
images_rgb/image_3327_rgb.jpg,images_tac/image_3327_tac.jpg,"lined, smooth, flat",3327
images_rgb/image_2616_rgb.jpg,images_tac/image_2616_tac.jpg,"lined, coarse, uneven, malleable",2616
images_rgb/image_4239_rgb.jpg,images_tac/image_4239_tac.jpg,"lined, flat",4239
images_rgb/image_781_rgb.jpg,images_tac/image_781_tac.jpg,"plastic, deformable, shiny",781
images_rgb/image_4256_rgb.jpg,images_tac/image_4256_tac.jpg,"flat, lined",4256
images_rgb/image_1723_rgb.jpg,images_tac/image_1723_tac.jpg,"lined, grainy, fabric",1723
images_rgb/image_1442_rgb.jpg,images_tac/image_1442_tac.jpg,"fabric, granular",1442
images_rgb/image_1764_rgb.jpg,images_tac/image_1764_tac.jpg,"woven, fabric",1764
images_rgb/image_4197_rgb.jpg,images_tac/image_4197_tac.jpg,"rubbery, deformable, wired, uneven",4197
images_rgb/image_74_rgb.jpg,images_tac/image_74_tac.jpg,"fabric, patterned",74
images_rgb/image_4567_rgb.jpg,images_tac/image_4567_tac.jpg,"smooth, lined",4567
images_rgb/image_13_rgb.jpg,images_tac/image_13_tac.jpg,"lined, flat",13
images_rgb/image_1028_rgb.jpg,images_tac/image_1028_tac.jpg,"glossy, woven, flexible",1028
images_rgb/image_3594_rgb.jpg,images_tac/image_3594_tac.jpg,"engraved, hard",3594
images_rgb/image_1271_rgb.jpg,images_tac/image_1271_tac.jpg,"shiny, imprinted",1271
images_rgb/image_3864_rgb.jpg,images_tac/image_3864_tac.jpg,"fabric, coarse",3864
images_rgb/image_1300_rgb.jpg,images_tac/image_1300_tac.jpg,"deformable, fabric",1300
images_rgb/image_2371_rgb.jpg,images_tac/image_2371_tac.jpg,"soft, lined, fabric",2371
images_rgb/image_856_rgb.jpg,images_tac/image_856_tac.jpg,"absorbent, fluffy",856
images_rgb/image_2889_rgb.jpg,images_tac/image_2889_tac.jpg,"creased, fabric",2889
images_rgb/image_1699_rgb.jpg,images_tac/image_1699_tac.jpg,"sewn, lined, grainy, flat, fabric",1699
images_rgb/image_3062_rgb.jpg,images_tac/image_3062_tac.jpg,"soft, grainy, patterned, fabric",3062
images_rgb/image_577_rgb.jpg,images_tac/image_577_tac.jpg,"hard, flat, smooth, splotchy",577
images_rgb/image_4555_rgb.jpg,images_tac/image_4555_tac.jpg,"flat, hard",4555
images_rgb/image_3489_rgb.jpg,images_tac/image_3489_tac.jpg,"soft, fabric, patterned",3489
images_rgb/image_3187_rgb.jpg,images_tac/image_3187_tac.jpg,"fabric, grainy",3187
images_rgb/image_1072_rgb.jpg,images_tac/image_1072_tac.jpg,"uneven, patterned",1072
images_rgb/image_1845_rgb.jpg,images_tac/image_1845_tac.jpg,"grainy, fabric",1845
images_rgb/image_4409_rgb.jpg,images_tac/image_4409_tac.jpg,"hard, flat, smooth",4409
images_rgb/image_808_rgb.jpg,images_tac/image_808_tac.jpg,"hard, splotchy, glossy",808
images_rgb/image_1522_rgb.jpg,images_tac/image_1522_tac.jpg,"fabric, patterned, woven",1522
images_rgb/image_3077_rgb.jpg,images_tac/image_3077_tac.jpg,"flat, grainy, fabric, lined",3077
images_rgb/image_1529_rgb.jpg,images_tac/image_1529_tac.jpg,"soft, woven, fabric, patterned, lined",1529
images_rgb/image_3804_rgb.jpg,images_tac/image_3804_tac.jpg,"soft, grainy, patterned, fabric",3804
images_rgb/image_332_rgb.jpg,images_tac/image_332_tac.jpg,"fuzzy, grainy, soft",332
images_rgb/image_2948_rgb.jpg,images_tac/image_2948_tac.jpg,"wooden, lined, smooth",2948
images_rgb/image_83_rgb.jpg,images_tac/image_83_tac.jpg,"hard, splotchy, glossy",83
images_rgb/image_1116_rgb.jpg,images_tac/image_1116_tac.jpg,"splotchy, deformable",1116
images_rgb/image_1621_rgb.jpg,images_tac/image_1621_tac.jpg,"hard, splotchy, flat, smooth",1621
images_rgb/image_1571_rgb.jpg,images_tac/image_1571_tac.jpg,"hard, flat, splotchy, smooth",1571
images_rgb/image_842_rgb.jpg,images_tac/image_842_tac.jpg,"hard, flat",842
images_rgb/image_180_rgb.jpg,images_tac/image_180_tac.jpg,"spongy, patterned, soft",180
images_rgb/image_2319_rgb.jpg,images_tac/image_2319_tac.jpg,"lined, fabric",2319
images_rgb/image_1955_rgb.jpg,images_tac/image_1955_tac.jpg,"sewn, lined, grainy, fabric",1955
images_rgb/image_2167_rgb.jpg,images_tac/image_2167_tac.jpg,"layered, lined, deformable, uneven",2167
images_rgb/image_1698_rgb.jpg,images_tac/image_1698_tac.jpg,"fabric, grainy, sewn",1698
images_rgb/image_2868_rgb.jpg,images_tac/image_2868_tac.jpg,"soft, lined, fabric",2868
images_rgb/image_3245_rgb.jpg,images_tac/image_3245_tac.jpg,"patterned, fabric, deformable",3245
images_rgb/image_1099_rgb.jpg,images_tac/image_1099_tac.jpg,"elastic, lined, sewn",1099
images_rgb/image_4143_rgb.jpg,images_tac/image_4143_tac.jpg,"deformable, fabric",4143
images_rgb/image_161_rgb.jpg,images_tac/image_161_tac.jpg,"lined, grainy, patterned, fabric",161
images_rgb/image_890_rgb.jpg,images_tac/image_890_tac.jpg,"lined, deformable",890
images_rgb/image_181_rgb.jpg,images_tac/image_181_tac.jpg,"uneven, soft, cushioned, spongy",181
images_rgb/image_2006_rgb.jpg,images_tac/image_2006_tac.jpg,"soft, lined, fabric",2006
images_rgb/image_1749_rgb.jpg,images_tac/image_1749_tac.jpg,"lined, fabric, creased",1749
images_rgb/image_3602_rgb.jpg,images_tac/image_3602_tac.jpg,"granular, fabric",3602
images_rgb/image_1985_rgb.jpg,images_tac/image_1985_tac.jpg,"grainy, deformable",1985
images_rgb/image_871_rgb.jpg,images_tac/image_871_tac.jpg,"metallic, rigid",871
images_rgb/image_502_rgb.jpg,images_tac/image_502_tac.jpg,"patterned, flat, hard",502
images_rgb/image_1443_rgb.jpg,images_tac/image_1443_tac.jpg,"lined, granular",1443
images_rgb/image_3270_rgb.jpg,images_tac/image_3270_tac.jpg,"fabric, lined",3270
images_rgb/image_1112_rgb.jpg,images_tac/image_1112_tac.jpg,"rigid, glossy",1112
images_rgb/image_3509_rgb.jpg,images_tac/image_3509_tac.jpg,"grainy, mesh",3509
images_rgb/image_824_rgb.jpg,images_tac/image_824_tac.jpg,"absorbent, fluffy",824
images_rgb/image_1298_rgb.jpg,images_tac/image_1298_tac.jpg,"uneven, patterned",1298
images_rgb/image_569_rgb.jpg,images_tac/image_569_tac.jpg,"fabric, wrinkly",569
images_rgb/image_1145_rgb.jpg,images_tac/image_1145_tac.jpg,"lined, fabric, smooth, soft",1145
images_rgb/image_3762_rgb.jpg,images_tac/image_3762_tac.jpg,"layered, glossy, fabric",3762
images_rgb/image_4543_rgb.jpg,images_tac/image_4543_tac.jpg,"rubbery, deformable, wired",4543
images_rgb/image_1325_rgb.jpg,images_tac/image_1325_tac.jpg,"hard, flat, smooth, splotchy",1325
images_rgb/image_3519_rgb.jpg,images_tac/image_3519_tac.jpg,"fabric, grainy",3519
images_rgb/image_2509_rgb.jpg,images_tac/image_2509_tac.jpg,"uneven, blurry",2509
images_rgb/image_4203_rgb.jpg,images_tac/image_4203_tac.jpg,"flat, lined",4203
images_rgb/image_3020_rgb.jpg,images_tac/image_3020_tac.jpg,"grainy, deformable",3020
images_rgb/image_439_rgb.jpg,images_tac/image_439_tac.jpg,"lettered, lined, fabric",439
images_rgb/image_3218_rgb.jpg,images_tac/image_3218_tac.jpg,"patterned, flat",3218
images_rgb/image_952_rgb.jpg,images_tac/image_952_tac.jpg,"splotchy, hard, flat, smooth",952
images_rgb/image_1602_rgb.jpg,images_tac/image_1602_tac.jpg,"soft, lined, patterned, woven, fabric",1602
images_rgb/image_2215_rgb.jpg,images_tac/image_2215_tac.jpg,"lined, patterned, woven",2215
images_rgb/image_4204_rgb.jpg,images_tac/image_4204_tac.jpg,"soft, lined, fabric",4204
images_rgb/image_3744_rgb.jpg,images_tac/image_3744_tac.jpg,"lined, soft, fabric",3744
images_rgb/image_1355_rgb.jpg,images_tac/image_1355_tac.jpg,"lined, fabric",1355
images_rgb/image_821_rgb.jpg,images_tac/image_821_tac.jpg,"soft, deformable",821
images_rgb/image_2301_rgb.jpg,images_tac/image_2301_tac.jpg,"fabric, lined",2301
images_rgb/image_351_rgb.jpg,images_tac/image_351_tac.jpg,"lined, grainy, flat, fabric",351
images_rgb/image_2614_rgb.jpg,images_tac/image_2614_tac.jpg,"uneven, patterned",2614
images_rgb/image_1534_rgb.jpg,images_tac/image_1534_tac.jpg,"hard, splotchy, smooth, flat",1534
images_rgb/image_2951_rgb.jpg,images_tac/image_2951_tac.jpg,"sewn, fabric, smooth",2951
images_rgb/image_4475_rgb.jpg,images_tac/image_4475_tac.jpg,"uneven, lined",4475
images_rgb/image_1157_rgb.jpg,images_tac/image_1157_tac.jpg,"fabric, grooved",1157
images_rgb/image_3240_rgb.jpg,images_tac/image_3240_tac.jpg,"fabric, coarse",3240
images_rgb/image_159_rgb.jpg,images_tac/image_159_tac.jpg,"coarse, patterned, fluffy",159
images_rgb/image_462_rgb.jpg,images_tac/image_462_tac.jpg,"hard, patterned, flat",462
images_rgb/image_3089_rgb.jpg,images_tac/image_3089_tac.jpg,"grainy, deformable",3089
images_rgb/image_1785_rgb.jpg,images_tac/image_1785_tac.jpg,"fabric, folded, granular",1785
images_rgb/image_4255_rgb.jpg,images_tac/image_4255_tac.jpg,"lettered, glossy, plastic, flexible, round, smooth",4255
images_rgb/image_2654_rgb.jpg,images_tac/image_2654_tac.jpg,"flat, hard",2654
images_rgb/image_602_rgb.jpg,images_tac/image_602_tac.jpg,"lined, deformable",602
images_rgb/image_423_rgb.jpg,images_tac/image_423_tac.jpg,"flat, splotchy",423
images_rgb/image_458_rgb.jpg,images_tac/image_458_tac.jpg,"lined, flat",458
images_rgb/image_3979_rgb.jpg,images_tac/image_3979_tac.jpg,"smooth, fabric",3979
images_rgb/image_4245_rgb.jpg,images_tac/image_4245_tac.jpg,"glossy, soft, flexible",4245
images_rgb/image_3056_rgb.jpg,images_tac/image_3056_tac.jpg,"fabric, blurry",3056
images_rgb/image_4257_rgb.jpg,images_tac/image_4257_tac.jpg,"shiny, woven",4257
images_rgb/image_3598_rgb.jpg,images_tac/image_3598_tac.jpg,"dark, unclear",3598
images_rgb/image_4094_rgb.jpg,images_tac/image_4094_tac.jpg,"soft, fabric",4094
images_rgb/image_3034_rgb.jpg,images_tac/image_3034_tac.jpg,"fabric, granular",3034
images_rgb/image_168_rgb.jpg,images_tac/image_168_tac.jpg,"woven, lined",168
images_rgb/image_1944_rgb.jpg,images_tac/image_1944_tac.jpg,"lined, fabric",1944
images_rgb/image_3410_rgb.jpg,images_tac/image_3410_tac.jpg,"lined, flat",3410
images_rgb/image_1838_rgb.jpg,images_tac/image_1838_tac.jpg,"soft, fabric, lined",1838
images_rgb/image_1506_rgb.jpg,images_tac/image_1506_tac.jpg,"soft, lined, fabric",1506
images_rgb/image_2265_rgb.jpg,images_tac/image_2265_tac.jpg,"lined, fabric",2265
images_rgb/image_4243_rgb.jpg,images_tac/image_4243_tac.jpg,"bumpy, thin",4243
images_rgb/image_3642_rgb.jpg,images_tac/image_3642_tac.jpg,"shiny, woven",3642
images_rgb/image_3059_rgb.jpg,images_tac/image_3059_tac.jpg,"elastic, creased",3059
images_rgb/image_3054_rgb.jpg,images_tac/image_3054_tac.jpg,"soft, fabric",3054
images_rgb/image_3729_rgb.jpg,images_tac/image_3729_tac.jpg,"patterned, lined, sewn, flat",3729
images_rgb/image_421_rgb.jpg,images_tac/image_421_tac.jpg,"hard, flat, splotchy, smooth",421
images_rgb/image_470_rgb.jpg,images_tac/image_470_tac.jpg,"lined, fabric, soft",470
images_rgb/image_133_rgb.jpg,images_tac/image_133_tac.jpg,"patterned, hard, flat",133
images_rgb/image_4289_rgb.jpg,images_tac/image_4289_tac.jpg,"uneven, lined",4289
images_rgb/image_4110_rgb.jpg,images_tac/image_4110_tac.jpg,"hard, smooth",4110
images_rgb/image_3868_rgb.jpg,images_tac/image_3868_tac.jpg,"grainy, flat",3868
images_rgb/image_2643_rgb.jpg,images_tac/image_2643_tac.jpg,"soft, lined, fabric",2643
images_rgb/image_1531_rgb.jpg,images_tac/image_1531_tac.jpg,"soft, lined, fabric, patterned",1531
images_rgb/image_2713_rgb.jpg,images_tac/image_2713_tac.jpg,"fabric, grainy",2713
images_rgb/image_295_rgb.jpg,images_tac/image_295_tac.jpg,"soft, grainy, fabric",295
images_rgb/image_1667_rgb.jpg,images_tac/image_1667_tac.jpg,"fuzzy, deformable, fabric",1667
images_rgb/image_3374_rgb.jpg,images_tac/image_3374_tac.jpg,"flimsy, fabric",3374
images_rgb/image_2710_rgb.jpg,images_tac/image_2710_tac.jpg,"sewn, lined, creased, fabric, smooth",2710
images_rgb/image_3435_rgb.jpg,images_tac/image_3435_tac.jpg,"elastic, woven, sewn",3435
images_rgb/image_258_rgb.jpg,images_tac/image_258_tac.jpg,"grainy, deformable",258
images_rgb/image_2181_rgb.jpg,images_tac/image_2181_tac.jpg,"fabric, lined, woven",2181
images_rgb/image_954_rgb.jpg,images_tac/image_954_tac.jpg,"uneven, patterned",954
images_rgb/image_1712_rgb.jpg,images_tac/image_1712_tac.jpg,"fabric, granular",1712
images_rgb/image_4040_rgb.jpg,images_tac/image_4040_tac.jpg,"deformable, fabric",4040
images_rgb/image_31_rgb.jpg,images_tac/image_31_tac.jpg,"fabric, granular, patterned",31
images_rgb/image_2245_rgb.jpg,images_tac/image_2245_tac.jpg,"woven, fabric, patterned, lined",2245
images_rgb/image_1141_rgb.jpg,images_tac/image_1141_tac.jpg,"sewn, lined, grainy, fabric",1141
images_rgb/image_910_rgb.jpg,images_tac/image_910_tac.jpg,"fabric, grooved",910
images_rgb/image_3324_rgb.jpg,images_tac/image_3324_tac.jpg,"flat, hard",3324
images_rgb/image_840_rgb.jpg,images_tac/image_840_tac.jpg,"hard, flat, smooth, splotchy",840
images_rgb/image_3737_rgb.jpg,images_tac/image_3737_tac.jpg,"fabric, smooth",3737
images_rgb/image_228_rgb.jpg,images_tac/image_228_tac.jpg,"creased, lined, smooth, fabric",228
images_rgb/image_4115_rgb.jpg,images_tac/image_4115_tac.jpg,"hard, flat, smooth, lined",4115
images_rgb/image_509_rgb.jpg,images_tac/image_509_tac.jpg,"soft, fabric",509
images_rgb/image_1739_rgb.jpg,images_tac/image_1739_tac.jpg,"lined, vague",1739
images_rgb/image_3969_rgb.jpg,images_tac/image_3969_tac.jpg,"creased, elastic",3969
images_rgb/image_3852_rgb.jpg,images_tac/image_3852_tac.jpg,"fabric, wrinkly",3852
images_rgb/image_176_rgb.jpg,images_tac/image_176_tac.jpg,"thick, fluffy, consistent",176
images_rgb/image_1589_rgb.jpg,images_tac/image_1589_tac.jpg,"patterned, lined",1589
images_rgb/image_1376_rgb.jpg,images_tac/image_1376_tac.jpg,"lined, fabric",1376
images_rgb/image_471_rgb.jpg,images_tac/image_471_tac.jpg,"hard, splotchy, glossy",471
images_rgb/image_3639_rgb.jpg,images_tac/image_3639_tac.jpg,"shiny, woven",3639
images_rgb/image_1490_rgb.jpg,images_tac/image_1490_tac.jpg,"uneven, patterned, rigid",1490
images_rgb/image_777_rgb.jpg,images_tac/image_777_tac.jpg,"hard, polished, uneven",777
images_rgb/image_352_rgb.jpg,images_tac/image_352_tac.jpg,"lined, flat",352
images_rgb/image_1703_rgb.jpg,images_tac/image_1703_tac.jpg,"soft, fabric",1703
images_rgb/image_4254_rgb.jpg,images_tac/image_4254_tac.jpg,"flat, hard, smooth, lined",4254
images_rgb/image_1338_rgb.jpg,images_tac/image_1338_tac.jpg,"soft, lined, fabric",1338
images_rgb/image_1629_rgb.jpg,images_tac/image_1629_tac.jpg,"lined, woven, flat",1629
images_rgb/image_1615_rgb.jpg,images_tac/image_1615_tac.jpg,"fuzzy, deformable",1615
images_rgb/image_192_rgb.jpg,images_tac/image_192_tac.jpg,"fluffy, soft",192
images_rgb/image_2558_rgb.jpg,images_tac/image_2558_tac.jpg,"flat, grainy",2558
images_rgb/image_1779_rgb.jpg,images_tac/image_1779_tac.jpg,"fabric, grainy",1779
images_rgb/image_3452_rgb.jpg,images_tac/image_3452_tac.jpg,"smooth, fabric",3452
images_rgb/image_3038_rgb.jpg,images_tac/image_3038_tac.jpg,"hard, shiny",3038
images_rgb/image_3498_rgb.jpg,images_tac/image_3498_tac.jpg,"elastic, fabric, soft, smooth",3498
images_rgb/image_1646_rgb.jpg,images_tac/image_1646_tac.jpg,"soft, fabric",1646
images_rgb/image_795_rgb.jpg,images_tac/image_795_tac.jpg,"lined, grainy, soft",795
images_rgb/image_2887_rgb.jpg,images_tac/image_2887_tac.jpg,"woven, wrinkly, fabric",2887
images_rgb/image_3811_rgb.jpg,images_tac/image_3811_tac.jpg,"sewn, lined, grainy, fabric",3811
images_rgb/image_1200_rgb.jpg,images_tac/image_1200_tac.jpg,"flat, smooth, cardboard, lined",1200
images_rgb/image_1307_rgb.jpg,images_tac/image_1307_tac.jpg,"soft, lined, fabric",1307
images_rgb/image_3004_rgb.jpg,images_tac/image_3004_tac.jpg,"flat, smooth, fabric",3004
images_rgb/image_818_rgb.jpg,images_tac/image_818_tac.jpg,"soft, grainy, fabric",818
images_rgb/image_3847_rgb.jpg,images_tac/image_3847_tac.jpg,"smooth, shiny",3847
images_rgb/image_112_rgb.jpg,images_tac/image_112_tac.jpg,"patterned, lined, fabric, sewn",112
images_rgb/image_1014_rgb.jpg,images_tac/image_1014_tac.jpg,"shiny, woven",1014
images_rgb/image_3886_rgb.jpg,images_tac/image_3886_tac.jpg,"woven, round, flexible",3886
images_rgb/image_875_rgb.jpg,images_tac/image_875_tac.jpg,"lined, deformable",875
images_rgb/image_2026_rgb.jpg,images_tac/image_2026_tac.jpg,"lined, flat",2026
images_rgb/image_2881_rgb.jpg,images_tac/image_2881_tac.jpg,"smooth, fabric",2881
images_rgb/image_879_rgb.jpg,images_tac/image_879_tac.jpg,"spongy, loose, soft",879
images_rgb/image_1470_rgb.jpg,images_tac/image_1470_tac.jpg,"lined, fabric",1470
images_rgb/image_3607_rgb.jpg,images_tac/image_3607_tac.jpg,"lined, flat",3607
images_rgb/image_3268_rgb.jpg,images_tac/image_3268_tac.jpg,"lined, hard, flat, smooth",3268
images_rgb/image_2198_rgb.jpg,images_tac/image_2198_tac.jpg,"lined, bumpy",2198
images_rgb/image_1933_rgb.jpg,images_tac/image_1933_tac.jpg,"soft, fabric, lined",1933
images_rgb/image_979_rgb.jpg,images_tac/image_979_tac.jpg,"rubbery, wired, deformable",979
images_rgb/image_1221_rgb.jpg,images_tac/image_1221_tac.jpg,"fluffy, fabric",1221
images_rgb/image_3632_rgb.jpg,images_tac/image_3632_tac.jpg,"grainy, fabric",3632
images_rgb/image_727_rgb.jpg,images_tac/image_727_tac.jpg,"hard, flat",727
images_rgb/image_4201_rgb.jpg,images_tac/image_4201_tac.jpg,"woven, flexible, round",4201
images_rgb/image_1967_rgb.jpg,images_tac/image_1967_tac.jpg,"soft, fabric, uneven",1967
images_rgb/image_1968_rgb.jpg,images_tac/image_1968_tac.jpg,"fabric, deformable",1968
images_rgb/image_3963_rgb.jpg,images_tac/image_3963_tac.jpg,"grainy, deformable",3963
images_rgb/image_2234_rgb.jpg,images_tac/image_2234_tac.jpg,"fabric, grainy",2234
images_rgb/image_2828_rgb.jpg,images_tac/image_2828_tac.jpg,"smooth, lined, fabric",2828
images_rgb/image_1047_rgb.jpg,images_tac/image_1047_tac.jpg,"paper, smooth",1047
images_rgb/image_2030_rgb.jpg,images_tac/image_2030_tac.jpg,"hard, splotchy, glossy",2030
images_rgb/image_167_rgb.jpg,images_tac/image_167_tac.jpg,"patterned, flat, hard",167
images_rgb/image_1309_rgb.jpg,images_tac/image_1309_tac.jpg,"irregular, coarse",1309
images_rgb/image_3854_rgb.jpg,images_tac/image_3854_tac.jpg,"flat, smooth, glossy",3854
images_rgb/image_2114_rgb.jpg,images_tac/image_2114_tac.jpg,"lined, patterned, soft, fabric, woven",2114
images_rgb/image_210_rgb.jpg,images_tac/image_210_tac.jpg,"absorbent, fluffy",210
images_rgb/image_2361_rgb.jpg,images_tac/image_2361_tac.jpg,"soft, lined, fabric",2361
images_rgb/image_1664_rgb.jpg,images_tac/image_1664_tac.jpg,"lined, woven, patterned, flat",1664
images_rgb/image_1551_rgb.jpg,images_tac/image_1551_tac.jpg,"patterned, fabric, soft, blurry",1551
images_rgb/image_809_rgb.jpg,images_tac/image_809_tac.jpg,"plastic, deformable, shiny",809
images_rgb/image_4585_rgb.jpg,images_tac/image_4585_tac.jpg,"hard, flat, smooth, wooden",4585
images_rgb/image_843_rgb.jpg,images_tac/image_843_tac.jpg,"flat, ridged",843
images_rgb/image_2781_rgb.jpg,images_tac/image_2781_tac.jpg,"fabric, blurry",2781
images_rgb/image_1880_rgb.jpg,images_tac/image_1880_tac.jpg,"metallic, shiny, smooth, uneven",1880
images_rgb/image_3158_rgb.jpg,images_tac/image_3158_tac.jpg,"grainy, deformable",3158
images_rgb/image_365_rgb.jpg,images_tac/image_365_tac.jpg,"flat, grainy",365
images_rgb/image_1086_rgb.jpg,images_tac/image_1086_tac.jpg,"uneven, rigid",1086
images_rgb/image_366_rgb.jpg,images_tac/image_366_tac.jpg,"lined, fabric",366
images_rgb/image_2913_rgb.jpg,images_tac/image_2913_tac.jpg,"fabric, lined, folded",2913
images_rgb/image_3606_rgb.jpg,images_tac/image_3606_tac.jpg,"vague, flat",3606
images_rgb/image_698_rgb.jpg,images_tac/image_698_tac.jpg,"smooth, hard",698
images_rgb/image_4550_rgb.jpg,images_tac/image_4550_tac.jpg,"uneven, stiff, smooth",4550
images_rgb/image_4486_rgb.jpg,images_tac/image_4486_tac.jpg,"woven, round, flexible, straight",4486
images_rgb/image_996_rgb.jpg,images_tac/image_996_tac.jpg,"patterned, flat",996
images_rgb/image_3470_rgb.jpg,images_tac/image_3470_tac.jpg,"creased, fabric",3470
images_rgb/image_189_rgb.jpg,images_tac/image_189_tac.jpg,"soft, grainy, fabric",189
images_rgb/image_2595_rgb.jpg,images_tac/image_2595_tac.jpg,"hard, splotchy, glossy",2595
images_rgb/image_1917_rgb.jpg,images_tac/image_1917_tac.jpg,"thick, patterned",1917
images_rgb/image_4144_rgb.jpg,images_tac/image_4144_tac.jpg,"grainy, smooth, soft, fabric",4144
images_rgb/image_4336_rgb.jpg,images_tac/image_4336_tac.jpg,"shiny, woven",4336
images_rgb/image_2285_rgb.jpg,images_tac/image_2285_tac.jpg,"grainy, lined",2285
images_rgb/image_2300_rgb.jpg,images_tac/image_2300_tac.jpg,"coarse, lined",2300
images_rgb/image_3379_rgb.jpg,images_tac/image_3379_tac.jpg,"fabric, deformable",3379
images_rgb/image_3272_rgb.jpg,images_tac/image_3272_tac.jpg,"grainy, deformable",3272
images_rgb/image_4215_rgb.jpg,images_tac/image_4215_tac.jpg,"hard, smooth",4215
images_rgb/image_1347_rgb.jpg,images_tac/image_1347_tac.jpg,"hard, flat, smooth, splotchy",1347
images_rgb/image_524_rgb.jpg,images_tac/image_524_tac.jpg,"uneven, metallic, patterned",524
images_rgb/image_2598_rgb.jpg,images_tac/image_2598_tac.jpg,"rough, cardboard",2598
images_rgb/image_3424_rgb.jpg,images_tac/image_3424_tac.jpg,"smooth, fabric",3424
images_rgb/image_1945_rgb.jpg,images_tac/image_1945_tac.jpg,"lined, grainy, fabric",1945
images_rgb/image_4374_rgb.jpg,images_tac/image_4374_tac.jpg,"hard, smooth",4374
images_rgb/image_3935_rgb.jpg,images_tac/image_3935_tac.jpg,"creased, elastic, sewn",3935
images_rgb/image_1761_rgb.jpg,images_tac/image_1761_tac.jpg,"fabric, soft",1761
images_rgb/image_3573_rgb.jpg,images_tac/image_3573_tac.jpg,"flat, grainy, fabric",3573
images_rgb/image_3407_rgb.jpg,images_tac/image_3407_tac.jpg,"soft, fabric, elastic",3407
images_rgb/image_2492_rgb.jpg,images_tac/image_2492_tac.jpg,"mesh, flexible, coarse",2492
images_rgb/image_2683_rgb.jpg,images_tac/image_2683_tac.jpg,"grainy, fabric",2683
