setting,key,desc,image_rel,image_path,tid,intent_qtype,intent_mode,used_intent,pred_intent,gold_intent,intent_correct,answer,reference_labels,label,BLEU4,TokenF1
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2275_rgb.jpg,data/ssvtp\images_rgb/image_2275_rgb.jpg,2275,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"lined, deformable, soft, woven",0.0567967744513558,0.23529411764705882
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1398_rgb.jpg,data/ssvtp\images_rgb/image_1398_rgb.jpg,1398,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"soft, lined, fabric",0.11498759556447223,0.375
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1398_rgb.jpg,data/ssvtp\images_rgb/image_1398_rgb.jpg,1398,comparison,gold,gold,,,0,"The surface feels lined, fabric, soft. It closely matches with fabric, smooth, indicating a consistent and stable texture.",,"soft, lined, fabric",0.05653041175801489,0.3
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1398_rgb.jpg,data/ssvtp\images_rgb/image_1398_rgb.jpg,1398,judgement,gold,gold,,,0,"The surface feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"soft, lined, fabric",0.10571070857151538,0.375
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1871_rgb.jpg,data/ssvtp\images_rgb/image_1871_rgb.jpg,1871,property,gold,gold,,,0,"The surface feels fabric, granular, providing a consistent and stable tactile experience.",,"lined, grainy, fabric",0.05695389012765513,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1871_rgb.jpg,data/ssvtp\images_rgb/image_1871_rgb.jpg,1871,comparison,gold,gold,,,0,"The surface feels fabric, granular. It resembles the reference tactile sample most closely.",,"lined, grainy, fabric",0.05195151087116781,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1871_rgb.jpg,data/ssvtp\images_rgb/image_1871_rgb.jpg,1871,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"lined, grainy, fabric",0.05195151087116781,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2751_rgb.jpg,data/ssvtp\images_rgb/image_2751_rgb.jpg,2751,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"sewn, soft, fabric",0.06178110636313397,0.25
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2751_rgb.jpg,data/ssvtp\images_rgb/image_2751_rgb.jpg,2751,comparison,gold,gold,,,0,"The surface feels fabric, smooth. It closely matches with the reference tactile labels.",,"sewn, soft, fabric",0.05195151087116781,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2751_rgb.jpg,data/ssvtp\images_rgb/image_2751_rgb.jpg,2751,judgement,gold,gold,,,0,"The material feels soft, fabric. These cues may indicate a fabric-like material.",,"sewn, soft, fabric",0.0734705312597788,0.28571428571428575
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2875_rgb.jpg,data/ssvtp\images_rgb/image_2875_rgb.jpg,2875,property,gold,gold,,,0,"The surface feels lined, fabric, providing a consistent and stable tactile experience.",,"fabric, soft, deformable",0.05695389012765513,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2875_rgb.jpg,data/ssvtp\images_rgb/image_2875_rgb.jpg,2875,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches the fabric, smooth reference.",,"fabric, soft, deformable",0.06772997136689071,0.30769230769230765
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2875_rgb.jpg,data/ssvtp\images_rgb/image_2875_rgb.jpg,2875,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"fabric, soft, deformable",0.06178110636313397,0.26666666666666666
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_960_rgb.jpg,data/ssvtp\images_rgb/image_960_rgb.jpg,960,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"soft, lined, fabric",0.11498759556447223,0.375
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_960_rgb.jpg,data/ssvtp\images_rgb/image_960_rgb.jpg,960,comparison,gold,gold,,,0,"The surface feels lined, grainy, fabric. It closely matches with fabric, soft.",,"soft, lined, fabric",0.07495553473355841,0.42857142857142855
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_960_rgb.jpg,data/ssvtp\images_rgb/image_960_rgb.jpg,960,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"soft, lined, fabric",0.06178110636313397,0.26666666666666666
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2427_rgb.jpg,data/ssvtp\images_rgb/image_2427_rgb.jpg,2427,property,gold,gold,,,0,"The surface feels shiny, smooth, providing a consistent and stable tactile experience.",,"smooth, plastic, deformable",0.05695389012765513,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2427_rgb.jpg,data/ssvtp\images_rgb/image_2427_rgb.jpg,2427,comparison,gold,gold,,,0,"The surface feels glossy, zipper. It resembles the reference tactile labels shiny, smooth, indicating a similar tactile experience.",,"smooth, plastic, deformable",0.03611971677298602,0.10526315789473684
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2427_rgb.jpg,data/ssvtp\images_rgb/image_2427_rgb.jpg,2427,judgement,gold,gold,,,0,"The surface feels glossy, plastic. These cues may indicate a plastic-like material.",,"smooth, plastic, deformable",0.05195151087116781,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1793_rgb.jpg,data/ssvtp\images_rgb/image_1793_rgb.jpg,1793,property,gold,gold,,,0,"The surface feels hard, splotchy, glossy, providing a consistent and stable tactile experience.",,"hard, smooth, flat, splotchy",0.06178110636313397,0.23529411764705882
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1793_rgb.jpg,data/ssvtp\images_rgb/image_1793_rgb.jpg,1793,comparison,gold,gold,,,0,"The surface feels hard, splotchy, glossy, providing a consistent tactile experience.",,"hard, smooth, flat, splotchy",0.07495553473355841,0.26666666666666666
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1793_rgb.jpg,data/ssvtp\images_rgb/image_1793_rgb.jpg,1793,judgement,gold,gold,,,0,"The sample feels hard, splotchy. These cues may indicate a stone-like material.",,"hard, smooth, flat, splotchy",0.06178110636313397,0.23529411764705882
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_185_rgb.jpg,data/ssvtp\images_rgb/image_185_rgb.jpg,185,property,gold,gold,,,0,"The surface feels soft, patterned, fabric, providing a consistent and stable tactile experience.",,"mesh, plastic, deformable, hard",0.04368583925857939,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_185_rgb.jpg,data/ssvtp\images_rgb/image_185_rgb.jpg,185,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It closely matches with the reference tactile labels fabric, soft.",,"mesh, plastic, deformable, hard",0.034585921141027376,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_185_rgb.jpg,data/ssvtp\images_rgb/image_185_rgb.jpg,185,judgement,gold,gold,,,0,"The sample feels fabric, rubbery. These cues may indicate a rubber-like material.",,"mesh, plastic, deformable, hard",0.04368583925857939,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2096_rgb.jpg,data/ssvtp\images_rgb/image_2096_rgb.jpg,2096,property,gold,gold,,,0,"The surface feels soft, fabric, patterned, providing a consistent and stable tactile experience.",,"deformable, grainy, woven",0.04368583925857939,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2096_rgb.jpg,data/ssvtp\images_rgb/image_2096_rgb.jpg,2096,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches with the reference tactile labels such as fabric, soft.",,"deformable, grainy, woven",0.032342452920962154,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2096_rgb.jpg,data/ssvtp\images_rgb/image_2096_rgb.jpg,2096,judgement,gold,gold,,,0,"The sample feels fabric, lace. These cues may indicate a fabric-like material.",,"deformable, grainy, woven",0.04368583925857939,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_464_rgb.jpg,data/ssvtp\images_rgb/image_464_rgb.jpg,464,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"hard, splotchy, smooth, flat",0.04368583925857939,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_464_rgb.jpg,data/ssvtp\images_rgb/image_464_rgb.jpg,464,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It closely matches with fabric, lined, indicating a consistent and stable texture.",,"hard, splotchy, smooth, flat",0.03037294035438341,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_464_rgb.jpg,data/ssvtp\images_rgb/image_464_rgb.jpg,464,judgement,gold,gold,,,0,"The surface feels lined, grainy, fabric. These cues may indicate a fabric-like material.",,"hard, splotchy, smooth, flat",0.040161384364076534,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_4490_rgb.jpg,data/ssvtp\images_rgb/image_4490_rgb.jpg,4490,property,gold,gold,,,0,"The surface feels shiny, woven, providing a consistent and stable tactile experience.",,"uneven, patterned, thick",0.04789232204309912,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_4490_rgb.jpg,data/ssvtp\images_rgb/image_4490_rgb.jpg,4490,comparison,gold,gold,,,0,"The surface feels shiny, woven. It closely matches the tactile labels glossy, woven, indicating a similar touch experience.",,"uneven, patterned, thick",0.03037294035438341,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_4490_rgb.jpg,data/ssvtp\images_rgb/image_4490_rgb.jpg,4490,judgement,gold,gold,,,0,"The sample feels smooth, fabric. These cues may indicate a fabric-like material.",,"uneven, patterned, thick",0.04368583925857939,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2997_rgb.jpg,data/ssvtp\images_rgb/image_2997_rgb.jpg,2997,property,gold,gold,,,0,"The surface feels fabric, smooth, providing a consistent and stable tactile experience.",,"deformable, grainy, fabric",0.05695389012765513,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2997_rgb.jpg,data/ssvtp\images_rgb/image_2997_rgb.jpg,2997,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches with the reference tactile labels.",,"deformable, grainy, fabric",0.05195151087116781,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2997_rgb.jpg,data/ssvtp\images_rgb/image_2997_rgb.jpg,2997,judgement,gold,gold,,,0,"The sample feels fabric, smooth. These cues may indicate a fabric-like material.",,"deformable, grainy, fabric",0.05195151087116781,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_4330_rgb.jpg,data/ssvtp\images_rgb/image_4330_rgb.jpg,4330,property,gold,gold,,,0,"The surface feels smooth, fabric, providing a consistent and stable tactile experience.",,"hard, lined, smooth",0.05695389012765513,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_4330_rgb.jpg,data/ssvtp\images_rgb/image_4330_rgb.jpg,4330,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It closely matches with fabric, lined, woven, indicating a consistent and stable texture.",,"hard, lined, smooth",0.03404699216018259,0.1
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_4330_rgb.jpg,data/ssvtp\images_rgb/image_4330_rgb.jpg,4330,judgement,gold,gold,,,0,"The sample feels smooth, fabric. These cues may indicate a fabric-like material.",,"hard, lined, smooth",0.05195151087116781,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_473_rgb.jpg,data/ssvtp\images_rgb/image_473_rgb.jpg,473,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"uneven, patterned, sewn, fabric",0.05195151087116781,0.11764705882352941
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_473_rgb.jpg,data/ssvtp\images_rgb/image_473_rgb.jpg,473,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It closely matches with fabric, lined, indicating a consistent tactile experience.",,"uneven, patterned, sewn, fabric",0.038461875130248735,0.10526315789473685
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_473_rgb.jpg,data/ssvtp\images_rgb/image_473_rgb.jpg,473,judgement,gold,gold,,,0,"The sample feels lined, fabric. These cues may indicate a fabric-like material.",,"uneven, patterned, sewn, fabric",0.05195151087116781,0.125
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3177_rgb.jpg,data/ssvtp\images_rgb/image_3177_rgb.jpg,3177,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"elastic, lined, deformable, wrinkly",0.05195151087116781,0.11764705882352941
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3177_rgb.jpg,data/ssvtp\images_rgb/image_3177_rgb.jpg,3177,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches with the reference tactile labels.",,"elastic, lined, deformable, wrinkly",0.04368583925857939,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3177_rgb.jpg,data/ssvtp\images_rgb/image_3177_rgb.jpg,3177,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"elastic, lined, deformable, wrinkly",0.04368583925857939,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2262_rgb.jpg,data/ssvtp\images_rgb/image_2262_rgb.jpg,2262,property,gold,gold,,,0,"The surface feels fabric, lined, providing a consistent and stable tactile experience.",,"lined, fabric, sewn",0.06772997136689071,0.26666666666666666
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2262_rgb.jpg,data/ssvtp\images_rgb/image_2262_rgb.jpg,2262,comparison,gold,gold,,,0,"The surface is lined, fabric. It resembles fabric, soft, indicating a consistent and stable tactile experience.",,"lined, fabric, sewn",0.05816635421147516,0.2222222222222222
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2262_rgb.jpg,data/ssvtp\images_rgb/image_2262_rgb.jpg,2262,judgement,gold,gold,,,0,"The surface feels lined, fabric. These cues may indicate a fabric-like material.",,"lined, fabric, sewn",0.0734705312597788,0.26666666666666666
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2187_rgb.jpg,data/ssvtp\images_rgb/image_2187_rgb.jpg,2187,property,gold,gold,,,0,"The surface feels lined, grainy, fabric, providing a consistent and stable tactile experience.",,"lined, deformable, soft, woven",0.05195151087116781,0.11764705882352941
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2187_rgb.jpg,data/ssvtp\images_rgb/image_2187_rgb.jpg,2187,comparison,gold,gold,,,0,"The surface is lined, fabric. It best matches the fabric, lined reference.",,"lined, deformable, soft, woven",0.05695389012765513,0.15384615384615383
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2187_rgb.jpg,data/ssvtp\images_rgb/image_2187_rgb.jpg,2187,judgement,gold,gold,,,0,"The sample feels fabric, lined. These cues may indicate a fabric-like material.",,"lined, deformable, soft, woven",0.05195151087116781,0.125
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2480_rgb.jpg,data/ssvtp\images_rgb/image_2480_rgb.jpg,2480,property,gold,gold,,,0,"The surface feels soft, fabric, providing a consistent and stable tactile experience.",,"mesh, deformable, flimsy",0.04789232204309912,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2480_rgb.jpg,data/ssvtp\images_rgb/image_2480_rgb.jpg,2480,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches with the reference tactile labels: fabric, soft.",,"mesh, deformable, flimsy",0.03716499092256817,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2480_rgb.jpg,data/ssvtp\images_rgb/image_2480_rgb.jpg,2480,judgement,gold,gold,,,0,"The sample feels smooth, fabric. These cues may indicate a fabric-like material.",,"mesh, deformable, flimsy",0.04368583925857939,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_691_rgb.jpg,data/ssvtp\images_rgb/image_691_rgb.jpg,691,property,gold,gold,,,0,"The surface feels soft, fabric, providing a consistent and stable tactile experience.",,"elastic, sewn, wrinkly",0.04789232204309912,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_691_rgb.jpg,data/ssvtp\images_rgb/image_691_rgb.jpg,691,comparison,gold,,,,0,[ERROR]: Request timed out.,,"elastic, sewn, wrinkly",0.2259005009024612,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_691_rgb.jpg,data/ssvtp\images_rgb/image_691_rgb.jpg,691,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"elastic, sewn, wrinkly",0.04368583925857939,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_906_rgb.jpg,data/ssvtp\images_rgb/image_906_rgb.jpg,906,property,gold,gold,,,0,"The surface feels lined, fabric, providing a consistent and stable tactile experience.",,"lined, grainy, fabric, deformable",0.06772997136689071,0.25
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_906_rgb.jpg,data/ssvtp\images_rgb/image_906_rgb.jpg,906,comparison,gold,gold,,,0,"The surface feels fabric, smooth. It best matches with the reference tactile cues: fabric, smooth.",,"lined, grainy, fabric, deformable",0.044196871634129616,0.125
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_906_rgb.jpg,data/ssvtp\images_rgb/image_906_rgb.jpg,906,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"lined, grainy, fabric, deformable",0.05195151087116781,0.125
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2764_rgb.jpg,data/ssvtp\images_rgb/image_2764_rgb.jpg,2764,property,gold,gold,,,0,"The surface feels soft, fabric, providing a consistent and stable tactile experience.",,"fabric, soft, sewn",0.06772997136689071,0.26666666666666666
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2764_rgb.jpg,data/ssvtp\images_rgb/image_2764_rgb.jpg,2764,comparison,gold,gold,,,0,"The surface is soft, lined, fabric. It resembles fabric, smooth, indicating a consistent and stable tactile pattern.",,"fabric, soft, sewn",0.04573913556123801,0.21052631578947367
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2764_rgb.jpg,data/ssvtp\images_rgb/image_2764_rgb.jpg,2764,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"fabric, soft, sewn",0.06178110636313397,0.26666666666666666
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1391_rgb.jpg,data/ssvtp\images_rgb/image_1391_rgb.jpg,1391,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"soft, deformable, fabric",0.06178110636313397,0.25
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1391_rgb.jpg,data/ssvtp\images_rgb/image_1391_rgb.jpg,1391,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches with the reference tactile labels.",,"soft, deformable, fabric",0.06178110636313397,0.26666666666666666
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1391_rgb.jpg,data/ssvtp\images_rgb/image_1391_rgb.jpg,1391,judgement,gold,gold,,,0,"The sample feels lined, fabric. These cues may indicate a fabric-like material.",,"soft, deformable, fabric",0.05195151087116781,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_700_rgb.jpg,data/ssvtp\images_rgb/image_700_rgb.jpg,700,property,gold,gold,,,0,"The surface feels flat, hard, providing a consistent and stable tactile experience.",,"flat, hard, uneven",0.08054496384843701,0.26666666666666666
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_700_rgb.jpg,data/ssvtp\images_rgb/image_700_rgb.jpg,700,comparison,gold,gold,,,0,"The surface feels plastic, hard, smooth. It best matches with the reference tactile cues: hard, splotchy, smooth.",,"flat, hard, uneven",0.038461875130248735,0.11764705882352941
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_700_rgb.jpg,data/ssvtp\images_rgb/image_700_rgb.jpg,700,judgement,gold,gold,,,0,"The sample feels hard, plastic, splotchy, glossy. These cues may indicate a metal-like material.",,"flat, hard, uneven",0.044196871634129616,0.1111111111111111
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1346_rgb.jpg,data/ssvtp\images_rgb/image_1346_rgb.jpg,1346,property,gold,gold,,,0,"The surface feels hard, splotchy, glossy, providing a consistent and stable tactile experience.",,"hard, flat, splotchy, grainy",0.06178110636313397,0.23529411764705882
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1346_rgb.jpg,data/ssvtp\images_rgb/image_1346_rgb.jpg,1346,comparison,gold,gold,,,0,"The surface feels hard, splotchy, glossy. It closely matches the reference tactile labels glossy, splotchy, hard.",,"hard, flat, splotchy, grainy",0.04891187874480726,0.25
