setting,key,desc,image_rel,image_path,tid,intent_qtype,intent_mode,used_intent,pred_intent,gold_intent,intent_correct,answer,reference_labels,label,BLEU4,TokenF1
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_3131_rgb.jpg,data/ssvtp\images_rgb/image_3131_rgb.jpg,3131,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It resembles fabric more than hard, smooth, indicating a closer match with fabric.",,"sewn, coarse, fabric, deformable",0.03404699216018259,0.09523809523809523
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_3131_rgb.jpg,data/ssvtp\images_rgb/image_3131_rgb.jpg,3131,judgement,gold,gold,,,0,"The sample feels grainy, deformable. These cues may indicate a wood-like material.",,"sewn, coarse, fabric, deformable",0.05195151087116781,0.11764705882352941
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_3881_rgb.jpg,data/ssvtp\images_rgb/image_3881_rgb.jpg,3881,property,gold,gold,,,0,"The surface feels smooth, fabric, providing a consistent and stable tactile experience.",,"flimsy, glossy, sewn",0.04789232204309912,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_3881_rgb.jpg,data/ssvtp\images_rgb/image_3881_rgb.jpg,3881,comparison,gold,gold,,,0,"The surface feels smooth, fabric. It closely matches with the reference tactile cues: fabric, smooth.",,"flimsy, glossy, sewn",0.03716499092256817,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_3881_rgb.jpg,data/ssvtp\images_rgb/image_3881_rgb.jpg,3881,judgement,gold,gold,,,0,"The sample feels shiny, smooth. These cues may indicate a metal-like material.",,"flimsy, glossy, sewn",0.04368583925857939,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2275_rgb.jpg,data/ssvtp\images_rgb/image_2275_rgb.jpg,2275,property,gold,gold,,,0,"The surface feels lined, fabric, soft, providing a consistent and stable tactile experience.",,"lined, deformable, soft, woven",0.06178110636313397,0.23529411764705882
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2275_rgb.jpg,data/ssvtp\images_rgb/image_2275_rgb.jpg,2275,comparison,gold,gold,,,0,"The surface feels lined, fabric. It resembles fabric, soft more than hard, patterned, indicating a consistent and stable texture.",,"lined, deformable, soft, woven",0.04048892532133102,0.1818181818181818
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2275_rgb.jpg,data/ssvtp\images_rgb/image_2275_rgb.jpg,2275,judgement,gold,gold,,,0,"The sample feels fabric, patterned. These cues may indicate a fabric-like material.",,"lined, deformable, soft, woven",0.04368583925857939,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_1398_rgb.jpg,data/ssvtp\images_rgb/image_1398_rgb.jpg,1398,property,gold,gold,,,0,"The surface feels lined, fabric, providing a consistent and stable tactile experience.",,"soft, lined, fabric",0.08054496384843701,0.26666666666666666
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_1398_rgb.jpg,data/ssvtp\images_rgb/image_1398_rgb.jpg,1398,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It best matches with the reference tactile cues: fabric, soft.",,"soft, lined, fabric",0.09103526405546068,0.375
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_1398_rgb.jpg,data/ssvtp\images_rgb/image_1398_rgb.jpg,1398,judgement,gold,gold,,,0,"The sample feels lined, fabric. These cues may indicate a fabric-like material.",,"soft, lined, fabric",0.0734705312597788,0.26666666666666666
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_1871_rgb.jpg,data/ssvtp\images_rgb/image_1871_rgb.jpg,1871,property,gold,gold,,,0,"The surface feels grainy, fabric, providing a consistent and stable tactile experience.",,"lined, grainy, fabric",0.08054496384843701,0.26666666666666666
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_1871_rgb.jpg,data/ssvtp\images_rgb/image_1871_rgb.jpg,1871,comparison,gold,gold,,,0,"The surface feels fabric, lined, sewn. It closely matches with the reference tactile labels fabric, soft, indicating a similar touch sensation.",,"lined, grainy, fabric",0.036321698830878636,0.18181818181818182
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_1871_rgb.jpg,data/ssvtp\images_rgb/image_1871_rgb.jpg,1871,judgement,gold,,,,0,[ERROR]: Connection error.,,"lined, grainy, fabric",0.31947155212313627,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2751_rgb.jpg,data/ssvtp\images_rgb/image_2751_rgb.jpg,2751,property,gold,gold,,,0,"The surface feels soft, fabric, providing a consistent and stable tactile experience.",,"sewn, soft, fabric",0.08054496384843701,0.26666666666666666
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2751_rgb.jpg,data/ssvtp\images_rgb/image_2751_rgb.jpg,2751,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches with the reference tactile cues: fabric, soft.",,"sewn, soft, fabric",0.06250381527944884,0.26666666666666666
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2751_rgb.jpg,data/ssvtp\images_rgb/image_2751_rgb.jpg,2751,judgement,gold,gold,,,0,"The material feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"sewn, soft, fabric",0.0567967744513558,0.26666666666666666
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2875_rgb.jpg,data/ssvtp\images_rgb/image_2875_rgb.jpg,2875,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"fabric, soft, deformable",0.06178110636313397,0.25
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2875_rgb.jpg,data/ssvtp\images_rgb/image_2875_rgb.jpg,2875,comparison,gold,gold,,,0,"The surface feels soft, fabric. It resembles fabric, smooth, indicating a consistent and stable tactile experience.",,"fabric, soft, deformable",0.04891187874480726,0.2222222222222222
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2875_rgb.jpg,data/ssvtp\images_rgb/image_2875_rgb.jpg,2875,judgement,gold,gold,,,0,"The sample feels fabric, smooth. These cues may indicate a fabric-like material.",,"fabric, soft, deformable",0.05195151087116781,0.13333333333333333
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_960_rgb.jpg,data/ssvtp\images_rgb/image_960_rgb.jpg,960,property,gold,gold,,,0,"The surface feels soft, fabric, lined, providing a consistent and stable tactile experience.",,"soft, lined, fabric",0.06837203339116285,0.375
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_960_rgb.jpg,data/ssvtp\images_rgb/image_960_rgb.jpg,960,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It closely matches the fabric, soft reference.",,"soft, lined, fabric",0.11498759556447223,0.4615384615384615
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_960_rgb.jpg,data/ssvtp\images_rgb/image_960_rgb.jpg,960,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"soft, lined, fabric",0.10571070857151538,0.375
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2427_rgb.jpg,data/ssvtp\images_rgb/image_2427_rgb.jpg,2427,property,gold,gold,,,0,"The surface feels plastic, glossy, smooth, providing a consistent and stable tactile experience.",,"smooth, plastic, deformable",0.06178110636313397,0.25
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2427_rgb.jpg,data/ssvtp\images_rgb/image_2427_rgb.jpg,2427,comparison,gold,gold,,,0,"The surface feels glossy, smooth. It closely matches the glossy, smooth reference tactile cues.",,"smooth, plastic, deformable",0.04776020403411885,0.14285714285714288
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2427_rgb.jpg,data/ssvtp\images_rgb/image_2427_rgb.jpg,2427,judgement,gold,gold,,,0,"The surface feels glossy, fabric. These cues may indicate a fabric-like material.",,"smooth, plastic, deformable",0.04368583925857939,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_1793_rgb.jpg,data/ssvtp\images_rgb/image_1793_rgb.jpg,1793,property,gold,gold,,,0,"The surface feels hard, splotchy, glossy, providing a consistent and stable tactile experience.",,"hard, smooth, flat, splotchy",0.06178110636313397,0.23529411764705882
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_1793_rgb.jpg,data/ssvtp\images_rgb/image_1793_rgb.jpg,1793,comparison,gold,gold,,,0,"The surface feels hard, splotchy, glossy. It resembles these tactile traits: glossy, hard.",,"hard, smooth, flat, splotchy",0.06178110636313397,0.26666666666666666
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_1793_rgb.jpg,data/ssvtp\images_rgb/image_1793_rgb.jpg,1793,judgement,gold,gold,,,0,"The sample feels hard, splotchy. These cues may indicate a stone-like material.",,"hard, smooth, flat, splotchy",0.06178110636313397,0.23529411764705882
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_185_rgb.jpg,data/ssvtp\images_rgb/image_185_rgb.jpg,185,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"mesh, plastic, deformable, hard",0.04368583925857939,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_185_rgb.jpg,data/ssvtp\images_rgb/image_185_rgb.jpg,185,comparison,gold,gold,,,0,"The surface feels shiny, woven. It closely matches the ""metallic, woven"" reference.",,"mesh, plastic, deformable, hard",0.04789232204309912,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_185_rgb.jpg,data/ssvtp\images_rgb/image_185_rgb.jpg,185,judgement,gold,gold,,,0,"The sample feels grainy, fabric. These cues may indicate a fabric-like material.",,"mesh, plastic, deformable, hard",0.04368583925857939,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2096_rgb.jpg,data/ssvtp\images_rgb/image_2096_rgb.jpg,2096,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"deformable, grainy, woven",0.04368583925857939,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2096_rgb.jpg,data/ssvtp\images_rgb/image_2096_rgb.jpg,2096,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches with fabric, soft, indicating a consistent tactile experience.",,"deformable, grainy, woven",0.034585921141027376,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2096_rgb.jpg,data/ssvtp\images_rgb/image_2096_rgb.jpg,2096,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"deformable, grainy, woven",0.04368583925857939,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_464_rgb.jpg,data/ssvtp\images_rgb/image_464_rgb.jpg,464,property,gold,gold,,,0,"The surface feels lined, fabric, soft, providing a consistent and stable tactile experience.",,"hard, splotchy, smooth, flat",0.04368583925857939,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_464_rgb.jpg,data/ssvtp\images_rgb/image_464_rgb.jpg,464,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It closely matches with the fabric, lined reference.",,"hard, splotchy, smooth, flat",0.040161384364076534,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_464_rgb.jpg,data/ssvtp\images_rgb/image_464_rgb.jpg,464,judgement,gold,gold,,,0,"The surface feels fabric, lined. These cues may indicate a fabric-like material.",,"hard, splotchy, smooth, flat",0.04368583925857939,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_4490_rgb.jpg,data/ssvtp\images_rgb/image_4490_rgb.jpg,4490,property,gold,gold,,,0,"The surface feels rubbery, deformable, wired, providing a consistent and stable tactile experience.",,"uneven, patterned, thick",0.04368583925857939,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_4490_rgb.jpg,data/ssvtp\images_rgb/image_4490_rgb.jpg,4490,comparison,gold,gold,,,0,"The surface is glossy, woven. It resembles the glossy, woven reference tactile sample.",,"uneven, patterned, thick",0.04368583925857939,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_4490_rgb.jpg,data/ssvtp\images_rgb/image_4490_rgb.jpg,4490,judgement,gold,gold,,,0,"The sample feels shiny, woven. These cues may indicate a metal-like material.",,"uneven, patterned, thick",0.04368583925857939,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2997_rgb.jpg,data/ssvtp\images_rgb/image_2997_rgb.jpg,2997,property,gold,gold,,,0,"The surface feels soft, fabric, providing a consistent and stable tactile experience.",,"deformable, grainy, fabric",0.05695389012765513,0.13333333333333333
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2997_rgb.jpg,data/ssvtp\images_rgb/image_2997_rgb.jpg,2997,comparison,gold,gold,,,0,"The surface feels soft, fabric. It resembles fabric, woven, indicating a consistent and stable texture.",,"deformable, grainy, fabric",0.044196871634129616,0.11764705882352941
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2997_rgb.jpg,data/ssvtp\images_rgb/image_2997_rgb.jpg,2997,judgement,gold,gold,,,0,"The sample feels lined, fabric. These cues may indicate a fabric-like material.",,"deformable, grainy, fabric",0.05195151087116781,0.13333333333333333
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_4330_rgb.jpg,data/ssvtp\images_rgb/image_4330_rgb.jpg,4330,property,gold,gold,,,0,"The surface feels smooth, fabric, providing a consistent and stable tactile experience.",,"hard, lined, smooth",0.05695389012765513,0.13333333333333333
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_4330_rgb.jpg,data/ssvtp\images_rgb/image_4330_rgb.jpg,4330,comparison,gold,gold,,,0,"The surface feels shiny, smooth. It resembles the glossy, smooth, fabric qualities.",,"hard, lined, smooth",0.05695389012765513,0.15384615384615383
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_4330_rgb.jpg,data/ssvtp\images_rgb/image_4330_rgb.jpg,4330,judgement,gold,gold,,,0,"The sample feels lined, rubbery, deformable. These cues may indicate a rubber-like material.",,"hard, lined, smooth",0.04776020403411885,0.11764705882352941
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_473_rgb.jpg,data/ssvtp\images_rgb/image_473_rgb.jpg,473,property,gold,gold,,,0,"The surface feels lined, fabric, providing a consistent and stable tactile experience.",,"uneven, patterned, sewn, fabric",0.05695389012765513,0.125
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_473_rgb.jpg,data/ssvtp\images_rgb/image_473_rgb.jpg,473,comparison,gold,gold,,,0,"The surface feels lined, fabric, soft. It closely matches with fabric, soft, indicating a consistent tactile experience.",,"uneven, patterned, sewn, fabric",0.038461875130248735,0.10526315789473685
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_473_rgb.jpg,data/ssvtp\images_rgb/image_473_rgb.jpg,473,judgement,gold,gold,,,0,"The sample feels lined, fabric, soft. These cues may indicate a fabric-like material.",,"uneven, patterned, sewn, fabric",0.04776020403411885,0.11764705882352941
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_3177_rgb.jpg,data/ssvtp\images_rgb/image_3177_rgb.jpg,3177,property,gold,gold,,,0,"The surface feels soft, fabric, indicating a fabric-like material.",,"elastic, lined, deformable, wrinkly",0.059342026097604875,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_3177_rgb.jpg,data/ssvtp\images_rgb/image_3177_rgb.jpg,3177,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches the reference tactile labels.",,"elastic, lined, deformable, wrinkly",0.04789232204309912,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_3177_rgb.jpg,data/ssvtp\images_rgb/image_3177_rgb.jpg,3177,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"elastic, lined, deformable, wrinkly",0.04368583925857939,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2262_rgb.jpg,data/ssvtp\images_rgb/image_2262_rgb.jpg,2262,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a tactile impression consistent with these cues.",,"lined, fabric, sewn",0.06754312828675708,0.23529411764705882
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2262_rgb.jpg,data/ssvtp\images_rgb/image_2262_rgb.jpg,2262,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It is similar to the fabric, lined reference tactile sample.",,"lined, fabric, sewn",0.05816635421147516,0.25
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2262_rgb.jpg,data/ssvtp\images_rgb/image_2262_rgb.jpg,2262,judgement,gold,gold,,,0,"The surface feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"lined, fabric, sewn",0.06754312828675708,0.25
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2187_rgb.jpg,data/ssvtp\images_rgb/image_2187_rgb.jpg,2187,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"lined, deformable, soft, woven",0.06178110636313397,0.23529411764705882
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2187_rgb.jpg,data/ssvtp\images_rgb/image_2187_rgb.jpg,2187,comparison,gold,gold,,,0,"The surface feels lined, flat, fabric. It resembles the reference tactile labels fabric, smooth, indicating a similar tactile experience.",,"lined, deformable, soft, woven",0.03404699216018259,0.1
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2187_rgb.jpg,data/ssvtp\images_rgb/image_2187_rgb.jpg,2187,judgement,gold,gold,,,0,"The sample feels fabric, lined. These cues may indicate a fabric-like material.",,"lined, deformable, soft, woven",0.05195151087116781,0.125
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2480_rgb.jpg,data/ssvtp\images_rgb/image_2480_rgb.jpg,2480,property,gold,gold,,,0,"The surface feels soft, fabric, providing a consistent and stable tactile experience.",,"mesh, deformable, flimsy",0.04789232204309912,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2480_rgb.jpg,data/ssvtp\images_rgb/image_2480_rgb.jpg,2480,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches with the reference tactile cues: textile, fabric, indicating a fabric-like material.",,"mesh, deformable, flimsy",0.027076576267554473,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2480_rgb.jpg,data/ssvtp\images_rgb/image_2480_rgb.jpg,2480,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"mesh, deformable, flimsy",0.04368583925857939,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_691_rgb.jpg,data/ssvtp\images_rgb/image_691_rgb.jpg,691,property,gold,gold,,,0,"The surface feels elastic, wrinkly, fabric, providing a consistent and stable tactile experience.",,"elastic, sewn, wrinkly",0.06178110636313397,0.25
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_691_rgb.jpg,data/ssvtp\images_rgb/image_691_rgb.jpg,691,comparison,gold,gold,,,0,"The sample feels soft, fabric. It closely matches with the reference tactile cues: fabric, soft.",,"elastic, sewn, wrinkly",0.03716499092256817,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_691_rgb.jpg,data/ssvtp\images_rgb/image_691_rgb.jpg,691,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"elastic, sewn, wrinkly",0.04368583925857939,0.0
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_906_rgb.jpg,data/ssvtp\images_rgb/image_906_rgb.jpg,906,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"lined, grainy, fabric, deformable",0.06178110636313397,0.23529411764705882
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_906_rgb.jpg,data/ssvtp\images_rgb/image_906_rgb.jpg,906,comparison,gold,gold,,,0,"The surface feels fabric, smooth, lined. It closely matches the fabric, smooth reference tactile cues.",,"lined, grainy, fabric, deformable",0.052559234208168874,0.25
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_906_rgb.jpg,data/ssvtp\images_rgb/image_906_rgb.jpg,906,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"lined, grainy, fabric, deformable",0.0567967744513558,0.23529411764705882
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2764_rgb.jpg,data/ssvtp\images_rgb/image_2764_rgb.jpg,2764,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"fabric, soft, sewn",0.06178110636313397,0.25
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2764_rgb.jpg,data/ssvtp\images_rgb/image_2764_rgb.jpg,2764,comparison,gold,gold,,,0,"The surface is soft, lined, fabric. It resembles fabric, fluffy, indicating a consistent and stable tactile feel.",,"fabric, soft, sewn",0.04573913556123801,0.21052631578947367
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_2764_rgb.jpg,data/ssvtp\images_rgb/image_2764_rgb.jpg,2764,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"fabric, soft, sewn",0.0567967744513558,0.25
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_1391_rgb.jpg,data/ssvtp\images_rgb/image_1391_rgb.jpg,1391,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"soft, deformable, fabric",0.06178110636313397,0.25
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_1391_rgb.jpg,data/ssvtp\images_rgb/image_1391_rgb.jpg,1391,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It closely matches with fabric, lined, indicating a tactile similarity.",,"soft, deformable, fabric",0.04891187874480726,0.23529411764705882
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_1391_rgb.jpg,data/ssvtp\images_rgb/image_1391_rgb.jpg,1391,judgement,gold,gold,,,0,"The material feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"soft, deformable, fabric",0.0567967744513558,0.26666666666666666
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_700_rgb.jpg,data/ssvtp\images_rgb/image_700_rgb.jpg,700,property,gold,gold,,,0,"The surface feels hard, glossy, providing a consistent and stable tactile experience.",,"flat, hard, uneven",0.05695389012765513,0.13333333333333333
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_700_rgb.jpg,data/ssvtp\images_rgb/image_700_rgb.jpg,700,comparison,gold,gold,,,0,"The surface feels hard, splotchy, glossy. It closely matches the glossy, hard, splotchy reference labels.",,"flat, hard, uneven",0.044196871634129616,0.14285714285714288
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_700_rgb.jpg,data/ssvtp\images_rgb/image_700_rgb.jpg,700,judgement,gold,gold,,,0,"The sample feels plastic, engraved, flat. These cues may indicate a plastic-like material.",,"flat, hard, uneven",0.04776020403411885,0.125
A1__t2rgbP__rgb0__tpl1__imode_gold,A1,projector,images_rgb/image_1346_rgb.jpg,data/ssvtp\images_rgb/image_1346_rgb.jpg,1346,property,gold,gold,,,0,"The surface feels flat, hard, splotchy, providing a consistent and stable tactile experience.",,"hard, flat, splotchy, grainy",0.06837203339116285,0.3529411764705882
