setting,key,desc,image_rel,image_path,tid,intent_qtype,intent_mode,used_intent,pred_intent,gold_intent,intent_correct,answer,reference_labels,label,BLEU4,TokenF1
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3131_rgb.jpg,data/ssvtp\images_rgb/image_3131_rgb.jpg,3131,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches with the reference tactile labels fabric, lined, indicating a consistent tactile experience.",,"sewn, coarse, fabric, deformable",0.03219965714728962,0.09523809523809523
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3131_rgb.jpg,data/ssvtp\images_rgb/image_3131_rgb.jpg,3131,judgement,gold,gold,,,0,"The sample feels grainy, fabric. These cues may indicate a fabric-like material.",,"sewn, coarse, fabric, deformable",0.05195151087116781,0.125
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3881_rgb.jpg,data/ssvtp\images_rgb/image_3881_rgb.jpg,3881,property,gold,gold,,,0,"The surface feels round, woven, providing a consistent and stable tactile experience.",,"flimsy, glossy, sewn",0.04789232204309912,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3881_rgb.jpg,data/ssvtp\images_rgb/image_3881_rgb.jpg,3881,comparison,gold,gold,,,0,"The surface feels smooth, fabric. It resembles fabric, smooth, more than hard, flat, lined, based on the reference tactile labels.",,"flimsy, glossy, sewn",0.027076576267554473,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3881_rgb.jpg,data/ssvtp\images_rgb/image_3881_rgb.jpg,3881,judgement,gold,gold,,,0,"The sample feels smooth, fabric. These cues may indicate a fabric-like material.",,"flimsy, glossy, sewn",0.04368583925857939,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2275_rgb.jpg,data/ssvtp\images_rgb/image_2275_rgb.jpg,2275,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"lined, deformable, soft, woven",0.06178110636313397,0.23529411764705882
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2275_rgb.jpg,data/ssvtp\images_rgb/image_2275_rgb.jpg,2275,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It closely matches the fabric, lined, woven reference tactile cues.",,"lined, deformable, soft, woven",0.054129891865452646,0.3529411764705882
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2275_rgb.jpg,data/ssvtp\images_rgb/image_2275_rgb.jpg,2275,judgement,gold,gold,,,0,"The sample feels lined, fabric. These cues may indicate a fabric-like material.",,"lined, deformable, soft, woven",0.05195151087116781,0.125
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1398_rgb.jpg,data/ssvtp\images_rgb/image_1398_rgb.jpg,1398,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"soft, lined, fabric",0.11498759556447223,0.375
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1398_rgb.jpg,data/ssvtp\images_rgb/image_1398_rgb.jpg,1398,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It best matches with the reference tactile sample.",,"soft, lined, fabric",0.10571070857151538,0.375
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1398_rgb.jpg,data/ssvtp\images_rgb/image_1398_rgb.jpg,1398,judgement,gold,gold,,,0,"The sample feels lined, fabric. These cues may indicate a fabric-like material.",,"soft, lined, fabric",0.0734705312597788,0.26666666666666666
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1871_rgb.jpg,data/ssvtp\images_rgb/image_1871_rgb.jpg,1871,property,gold,gold,,,0,"The surface feels soft, fabric, providing a consistent and stable tactile experience.",,"lined, grainy, fabric",0.05695389012765513,0.13333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1871_rgb.jpg,data/ssvtp\images_rgb/image_1871_rgb.jpg,1871,comparison,gold,gold,,,0,"The surface feels soft, fabric, lined. It best matches with fabric, lined, sewn from the reference tactile labels.",,"lined, grainy, fabric",0.0429538241783181,0.2222222222222222
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1871_rgb.jpg,data/ssvtp\images_rgb/image_1871_rgb.jpg,1871,judgement,gold,gold,,,0,"The sample feels fabric, smooth. These cues may indicate a fabric-like material.",,"lined, grainy, fabric",0.05195151087116781,0.13333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2751_rgb.jpg,data/ssvtp\images_rgb/image_2751_rgb.jpg,2751,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"sewn, soft, fabric",0.06178110636313397,0.25
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2751_rgb.jpg,data/ssvtp\images_rgb/image_2751_rgb.jpg,2751,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches with the reference tactile cues: fabric, soft.",,"sewn, soft, fabric",0.06250381527944884,0.26666666666666666
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2751_rgb.jpg,data/ssvtp\images_rgb/image_2751_rgb.jpg,2751,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"sewn, soft, fabric",0.0567967744513558,0.25
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2875_rgb.jpg,data/ssvtp\images_rgb/image_2875_rgb.jpg,2875,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"fabric, soft, deformable",0.06178110636313397,0.25
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2875_rgb.jpg,data/ssvtp\images_rgb/image_2875_rgb.jpg,2875,comparison,gold,gold,,,0,"The surface feels soft, fabric. It best matches with the reference tactile labels: fabric, soft, indicating a similar tactile experience.",,"fabric, soft, deformable",0.04553719184146074,0.21052631578947367
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2875_rgb.jpg,data/ssvtp\images_rgb/image_2875_rgb.jpg,2875,judgement,gold,gold,,,0,"The sample feels fabric, lined. These cues may indicate a fabric-like material.",,"fabric, soft, deformable",0.05195151087116781,0.13333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_960_rgb.jpg,data/ssvtp\images_rgb/image_960_rgb.jpg,960,property,gold,gold,,,0,"The surface feels lined, fabric, providing a consistent and stable tactile experience.",,"soft, lined, fabric",0.08054496384843701,0.26666666666666666
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_960_rgb.jpg,data/ssvtp\images_rgb/image_960_rgb.jpg,960,comparison,gold,gold,,,0,"The surface feels lined, fabric, smooth. It closely matches the fabric, lined, smooth reference.",,"soft, lined, fabric",0.06754312828675708,0.30769230769230765
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_960_rgb.jpg,data/ssvtp\images_rgb/image_960_rgb.jpg,960,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"soft, lined, fabric",0.10571070857151538,0.375
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2427_rgb.jpg,data/ssvtp\images_rgb/image_2427_rgb.jpg,2427,property,gold,gold,,,0,"The surface feels glossy, smooth, indicating a consistent and stable material.",,"smooth, plastic, deformable",0.06302984046087456,0.14285714285714288
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2427_rgb.jpg,data/ssvtp\images_rgb/image_2427_rgb.jpg,2427,comparison,gold,gold,,,0,"The surface feels glossy, smooth, fabric. It resembles the reference tactile sample ""fabric, smooth,"" indicating a consistent tactile experience.",,"smooth, plastic, deformable",0.03404699216018259,0.1111111111111111
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2427_rgb.jpg,data/ssvtp\images_rgb/image_2427_rgb.jpg,2427,judgement,gold,gold,,,0,"The sample feels glossy, plastic. These cues may indicate a plastic-like material.",,"smooth, plastic, deformable",0.05195151087116781,0.13333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1793_rgb.jpg,data/ssvtp\images_rgb/image_1793_rgb.jpg,1793,property,gold,gold,,,0,"The surface feels hard, splotchy, glossy, providing a consistent and stable tactile experience.",,"hard, smooth, flat, splotchy",0.06178110636313397,0.23529411764705882
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1793_rgb.jpg,data/ssvtp\images_rgb/image_1793_rgb.jpg,1793,comparison,gold,gold,,,0,"The surface feels hard, flat, splotchy, smooth. It closely matches the reference tactile labels: splotchy, smooth, hard.",,"hard, smooth, flat, splotchy",0.06468490584192432,0.47058823529411764
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1793_rgb.jpg,data/ssvtp\images_rgb/image_1793_rgb.jpg,1793,judgement,gold,gold,,,0,"The sample feels hard, splotchy, glossy. These cues may indicate a metal-like material.",,"hard, smooth, flat, splotchy",0.0567967744513558,0.22222222222222224
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_185_rgb.jpg,data/ssvtp\images_rgb/image_185_rgb.jpg,185,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"mesh, plastic, deformable, hard",0.04368583925857939,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_185_rgb.jpg,data/ssvtp\images_rgb/image_185_rgb.jpg,185,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches the reference tactile cues.",,"mesh, plastic, deformable, hard",0.04789232204309912,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_185_rgb.jpg,data/ssvtp\images_rgb/image_185_rgb.jpg,185,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"mesh, plastic, deformable, hard",0.040161384364076534,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2096_rgb.jpg,data/ssvtp\images_rgb/image_2096_rgb.jpg,2096,property,gold,gold,,,0,"The surface feels lettered, woven, soft, patterned, providing a consistent and stable tactile experience.",,"deformable, grainy, woven",0.04776020403411885,0.11764705882352941
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2096_rgb.jpg,data/ssvtp\images_rgb/image_2096_rgb.jpg,2096,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It best matches with fabric, soft, indicating a tactile similarity.",,"deformable, grainy, woven",0.034585921141027376,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2096_rgb.jpg,data/ssvtp\images_rgb/image_2096_rgb.jpg,2096,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"deformable, grainy, woven",0.04368583925857939,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_464_rgb.jpg,data/ssvtp\images_rgb/image_464_rgb.jpg,464,property,gold,gold,,,0,"The surface feels lined, fuzzy, providing a consistent and stable tactile experience.",,"hard, splotchy, smooth, flat",0.04789232204309912,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_464_rgb.jpg,data/ssvtp\images_rgb/image_464_rgb.jpg,464,comparison,gold,gold,,,0,"The surface feels fabric, lined. It closely matches with soft, lined, fabric.",,"hard, splotchy, smooth, flat",0.04789232204309912,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_464_rgb.jpg,data/ssvtp\images_rgb/image_464_rgb.jpg,464,judgement,gold,gold,,,0,"The sample feels lined, fabric. These cues may indicate a fabric-like material.",,"hard, splotchy, smooth, flat",0.04368583925857939,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_4490_rgb.jpg,data/ssvtp\images_rgb/image_4490_rgb.jpg,4490,property,gold,gold,,,0,"The surface feels uneven, stiff, providing a consistent and stable tactile experience.",,"uneven, patterned, thick",0.05695389012765513,0.13333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_4490_rgb.jpg,data/ssvtp\images_rgb/image_4490_rgb.jpg,4490,comparison,gold,gold,,,0,"The surface feels shiny, woven. It closely matches the reference tactile labels glossy, woven, indicating a similar tactile experience.",,"uneven, patterned, thick",0.028629993657668874,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_4490_rgb.jpg,data/ssvtp\images_rgb/image_4490_rgb.jpg,4490,judgement,gold,gold,,,0,"The sample feels shiny, woven. These cues may indicate a metal-like material.",,"uneven, patterned, thick",0.04368583925857939,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2997_rgb.jpg,data/ssvtp\images_rgb/image_2997_rgb.jpg,2997,property,gold,gold,,,0,"The surface feels fabric, smooth, providing a consistent and stable tactile experience.",,"deformable, grainy, fabric",0.05695389012765513,0.13333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2997_rgb.jpg,data/ssvtp\images_rgb/image_2997_rgb.jpg,2997,comparison,gold,gold,,,0,"The surface is fabric, smooth. It resembles closest to the reference tactile labels.",,"deformable, grainy, fabric",0.05195151087116781,0.13333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2997_rgb.jpg,data/ssvtp\images_rgb/image_2997_rgb.jpg,2997,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"deformable, grainy, fabric",0.05195151087116781,0.13333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_4330_rgb.jpg,data/ssvtp\images_rgb/image_4330_rgb.jpg,4330,property,gold,gold,,,0,"The surface feels glossy, woven, providing a consistent and stable tactile experience.",,"hard, lined, smooth",0.04789232204309912,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_4330_rgb.jpg,data/ssvtp\images_rgb/image_4330_rgb.jpg,4330,comparison,gold,gold,,,0,"The surface feels lined, deformable, fabric. It closely matches with the reference tactile cues soft, fabric, patterned.",,"hard, lined, smooth",0.038461875130248735,0.1111111111111111
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_4330_rgb.jpg,data/ssvtp\images_rgb/image_4330_rgb.jpg,4330,judgement,gold,gold,,,0,"The sample feels lined, fabric. These cues may indicate a fabric-like material.",,"hard, lined, smooth",0.05195151087116781,0.13333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_473_rgb.jpg,data/ssvtp\images_rgb/image_473_rgb.jpg,473,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"uneven, patterned, sewn, fabric",0.05195151087116781,0.11764705882352941
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_473_rgb.jpg,data/ssvtp\images_rgb/image_473_rgb.jpg,473,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It best matches with fabric, fuzzy, soft from the reference tactile labels.",,"uneven, patterned, sewn, fabric",0.03611971677298602,0.10526315789473685
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_473_rgb.jpg,data/ssvtp\images_rgb/image_473_rgb.jpg,473,judgement,gold,gold,,,0,"The surface feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"uneven, patterned, sewn, fabric",0.04776020403411885,0.11764705882352941
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3177_rgb.jpg,data/ssvtp\images_rgb/image_3177_rgb.jpg,3177,property,gold,gold,,,0,"The surface feels soft, fabric, providing a consistent and stable tactile experience.",,"elastic, lined, deformable, wrinkly",0.04789232204309912,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3177_rgb.jpg,data/ssvtp\images_rgb/image_3177_rgb.jpg,3177,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It closely matches with the reference tactile labels fabric, lined, indicating a similar tactile feeling.",,"elastic, lined, deformable, wrinkly",0.030542786342810865,0.09523809523809523
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3177_rgb.jpg,data/ssvtp\images_rgb/image_3177_rgb.jpg,3177,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"elastic, lined, deformable, wrinkly",0.04368583925857939,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2262_rgb.jpg,data/ssvtp\images_rgb/image_2262_rgb.jpg,2262,property,gold,gold,,,0,"The surface feels lined, fabric, providing a consistent and stable tactile experience.",,"lined, fabric, sewn",0.08054496384843701,0.26666666666666666
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2262_rgb.jpg,data/ssvtp\images_rgb/image_2262_rgb.jpg,2262,comparison,gold,gold,,,0,"The surface is soft, lined, fabric. It resembles fabric, lined, sewn, indicating a consistent and stable tactile experience.",,"lined, fabric, sewn",0.05653041175801489,0.3157894736842105
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2262_rgb.jpg,data/ssvtp\images_rgb/image_2262_rgb.jpg,2262,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"lined, fabric, sewn",0.06754312828675708,0.25
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2187_rgb.jpg,data/ssvtp\images_rgb/image_2187_rgb.jpg,2187,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"lined, deformable, soft, woven",0.06178110636313397,0.23529411764705882
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2187_rgb.jpg,data/ssvtp\images_rgb/image_2187_rgb.jpg,2187,comparison,gold,gold,,,0,"The surface feels fabric, striped. It resembles soft, lined, fabric, patterned, woven, indicating a fabric-like material.",,"lined, deformable, soft, woven",0.05061867434834411,0.31578947368421056
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2187_rgb.jpg,data/ssvtp\images_rgb/image_2187_rgb.jpg,2187,judgement,gold,gold,,,0,"The sample feels lined, fabric, woven. These cues may indicate a fabric-like material.",,"lined, deformable, soft, woven",0.0567967744513558,0.23529411764705882
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2480_rgb.jpg,data/ssvtp\images_rgb/image_2480_rgb.jpg,2480,property,gold,gold,,,0,"The surface feels soft, fabric, providing a consistent and stable tactile experience.",,"mesh, deformable, flimsy",0.04789232204309912,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2480_rgb.jpg,data/ssvtp\images_rgb/image_2480_rgb.jpg,2480,comparison,gold,gold,,,0,"The surface feels soft, fabric. It resembles fabric, smooth, indicating a consistent and stable texture.",,"mesh, deformable, flimsy",0.03716499092256817,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2480_rgb.jpg,data/ssvtp\images_rgb/image_2480_rgb.jpg,2480,judgement,gold,gold,,,0,"The sample feels flat, hard, splotchy. These cues may indicate a stone-like material.",,"mesh, deformable, flimsy",0.040161384364076534,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_691_rgb.jpg,data/ssvtp\images_rgb/image_691_rgb.jpg,691,property,gold,gold,,,0,"The surface feels soft, fabric, providing a consistent and stable tactile experience.",,"elastic, sewn, wrinkly",0.04789232204309912,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_691_rgb.jpg,data/ssvtp\images_rgb/image_691_rgb.jpg,691,comparison,gold,gold,,,0,"The surface feels fabric, elastic. It resembles these tactile cues: soft, fabric.",,"elastic, sewn, wrinkly",0.05695389012765513,0.14285714285714288
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_691_rgb.jpg,data/ssvtp\images_rgb/image_691_rgb.jpg,691,judgement,gold,gold,,,0,"The sample feels elastic, sewn, lined. These cues may indicate a rubber-like material.",,"elastic, sewn, wrinkly",0.06754312828675708,0.23529411764705882
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_906_rgb.jpg,data/ssvtp\images_rgb/image_906_rgb.jpg,906,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"lined, grainy, fabric, deformable",0.06178110636313397,0.23529411764705882
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_906_rgb.jpg,data/ssvtp\images_rgb/image_906_rgb.jpg,906,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches with fabric, soft, lined, indicating a consistent tactile experience.",,"lined, grainy, fabric, deformable",0.04573913556123801,0.2105263157894737
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_906_rgb.jpg,data/ssvtp\images_rgb/image_906_rgb.jpg,906,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"lined, grainy, fabric, deformable",0.05195151087116781,0.125
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2764_rgb.jpg,data/ssvtp\images_rgb/image_2764_rgb.jpg,2764,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"fabric, soft, sewn",0.06178110636313397,0.25
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2764_rgb.jpg,data/ssvtp\images_rgb/image_2764_rgb.jpg,2764,comparison,gold,gold,,,0,"The surface is soft, lined, fabric. It resembles Fabric, Smooth, indicating a consistent and stable texture.",,"fabric, soft, sewn",0.04891187874480726,0.2222222222222222
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2764_rgb.jpg,data/ssvtp\images_rgb/image_2764_rgb.jpg,2764,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"fabric, soft, sewn",0.0567967744513558,0.25
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1391_rgb.jpg,data/ssvtp\images_rgb/image_1391_rgb.jpg,1391,property,gold,gold,,,0,"The surface feels lined, fabric, smooth, providing a consistent and stable tactile experience.",,"soft, deformable, fabric",0.05195151087116781,0.125
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1391_rgb.jpg,data/ssvtp\images_rgb/image_1391_rgb.jpg,1391,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches the reference tactile labels.",,"soft, deformable, fabric",0.06772997136689071,0.28571428571428575
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1391_rgb.jpg,data/ssvtp\images_rgb/image_1391_rgb.jpg,1391,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"soft, deformable, fabric",0.0567967744513558,0.25
