setting,key,desc,image_rel,image_path,tid,intent_qtype,intent_mode,used_intent,pred_intent,gold_intent,intent_correct,answer,reference_labels,label,BLEU4,TokenF1
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2875_rgb.jpg,data/ssvtp\images_rgb/image_2875_rgb.jpg,2875,property,gold,gold,,,0,"The surface feels soft, fabric, providing a consistent and stable tactile experience.",,"fabric, soft, deformable",0.06772997136689071,0.26666666666666666
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2875_rgb.jpg,data/ssvtp\images_rgb/image_2875_rgb.jpg,2875,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches the reference tactile labels: fabric, smooth, indicating a tactile similarity.",,"fabric, soft, deformable",0.0429538241783181,0.2222222222222222
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2875_rgb.jpg,data/ssvtp\images_rgb/image_2875_rgb.jpg,2875,judgement,gold,gold,,,0,"The sample feels fabric, lined. These cues may indicate a fabric-like material.",,"fabric, soft, deformable",0.05195151087116781,0.13333333333333333
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_960_rgb.jpg,data/ssvtp\images_rgb/image_960_rgb.jpg,960,property,gold,gold,,,0,"The surface feels soft, fabric, providing a consistent and stable tactile experience.",,"soft, lined, fabric",0.06772997136689071,0.26666666666666666
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_960_rgb.jpg,data/ssvtp\images_rgb/image_960_rgb.jpg,960,comparison,gold,gold,,,0,"The surface feels soft, fabric, lined. It closely matches with fabric, smooth, diverging from hard, glossy.",,"soft, lined, fabric",0.054129891865452646,0.33333333333333337
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_960_rgb.jpg,data/ssvtp\images_rgb/image_960_rgb.jpg,960,judgement,gold,gold,,,0,"The sample feels soft, fabric, lined. These cues may indicate a fabric-like material.",,"soft, lined, fabric",0.06285596338261261,0.375
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2427_rgb.jpg,data/ssvtp\images_rgb/image_2427_rgb.jpg,2427,property,gold,gold,,,0,"The surface feels glossy, smooth, providing a consistent and stable tactile experience.",,"smooth, plastic, deformable",0.05695389012765513,0.13333333333333333
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2427_rgb.jpg,data/ssvtp\images_rgb/image_2427_rgb.jpg,2427,comparison,gold,gold,,,0,"The surface feels glossy, smooth. It best matches with the reference tactile cues.",,"smooth, plastic, deformable",0.05195151087116781,0.13333333333333333
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2427_rgb.jpg,data/ssvtp\images_rgb/image_2427_rgb.jpg,2427,judgement,gold,gold,,,0,"The sample feels glossy, plastic. These cues may indicate a plastic-like material.",,"smooth, plastic, deformable",0.05195151087116781,0.13333333333333333
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1793_rgb.jpg,data/ssvtp\images_rgb/image_1793_rgb.jpg,1793,property,gold,gold,,,0,"The surface feels flat, hard, splotchy, providing a consistent and stable tactile experience.",,"hard, smooth, flat, splotchy",0.06837203339116285,0.3529411764705882
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1793_rgb.jpg,data/ssvtp\images_rgb/image_1793_rgb.jpg,1793,comparison,gold,gold,,,0,"The surface feels hard, flat, splotchy, smooth. It closely matches with the reference tactile labels smooth, hard, splotchy, flat.",,"hard, smooth, flat, splotchy",0.057259987315337754,0.4444444444444445
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1793_rgb.jpg,data/ssvtp\images_rgb/image_1793_rgb.jpg,1793,judgement,gold,gold,,,0,"The sample feels hard, splotchy, glossy. These cues may indicate a metal-like material.",,"hard, smooth, flat, splotchy",0.0567967744513558,0.22222222222222224
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_185_rgb.jpg,data/ssvtp\images_rgb/image_185_rgb.jpg,185,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"mesh, plastic, deformable, hard",0.04368583925857939,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_185_rgb.jpg,data/ssvtp\images_rgb/image_185_rgb.jpg,185,comparison,gold,gold,,,0,"The surface feels shiny, woven. It closely matches the tactile labels glossy, woven, indicating a similar tactile experience.",,"mesh, plastic, deformable, hard",0.03037294035438341,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_185_rgb.jpg,data/ssvtp\images_rgb/image_185_rgb.jpg,185,judgement,gold,gold,,,0,"The sample feels glossy, woven. These cues may indicate a metal-like material.",,"mesh, plastic, deformable, hard",0.04368583925857939,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2096_rgb.jpg,data/ssvtp\images_rgb/image_2096_rgb.jpg,2096,property,gold,gold,,,0,"The surface feels soft, patterned, fabric, providing a consistent and stable tactile experience.",,"deformable, grainy, woven",0.04368583925857939,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2096_rgb.jpg,data/ssvtp\images_rgb/image_2096_rgb.jpg,2096,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches with fabric, soft, indicating a fabric-like material.",,"deformable, grainy, woven",0.034585921141027376,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2096_rgb.jpg,data/ssvtp\images_rgb/image_2096_rgb.jpg,2096,judgement,gold,gold,,,0,"The sample feels fabric, lace, uneven, patterned. These cues may indicate a fabric-like material.",,"deformable, grainy, woven",0.03716499092256817,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_464_rgb.jpg,data/ssvtp\images_rgb/image_464_rgb.jpg,464,property,gold,gold,,,0,"The surface feels fabric, lined, providing a consistent and stable tactile experience.",,"hard, splotchy, smooth, flat",0.04789232204309912,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_464_rgb.jpg,data/ssvtp\images_rgb/image_464_rgb.jpg,464,comparison,gold,gold,,,0,"The surface feels fabric, lined, soft, patterned. It resembles closest to the tactile reference ""fabric, lined, soft"" in terms of touch.",,"hard, splotchy, smooth, flat",0.025683319547529778,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_464_rgb.jpg,data/ssvtp\images_rgb/image_464_rgb.jpg,464,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"hard, splotchy, smooth, flat",0.040161384364076534,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_4490_rgb.jpg,data/ssvtp\images_rgb/image_4490_rgb.jpg,4490,property,gold,gold,,,0,"The surface feels round, shiny, woven, providing a consistent and stable tactile experience.",,"uneven, patterned, thick",0.04368583925857939,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_4490_rgb.jpg,data/ssvtp\images_rgb/image_4490_rgb.jpg,4490,comparison,gold,gold,,,0,"The surface feels shiny, woven. It closely matches the glossy, woven reference.",,"uneven, patterned, thick",0.04789232204309912,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_4490_rgb.jpg,data/ssvtp\images_rgb/image_4490_rgb.jpg,4490,judgement,gold,gold,,,0,"The sample feels shiny, woven. These cues may indicate a metal-like material.",,"uneven, patterned, thick",0.04368583925857939,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2997_rgb.jpg,data/ssvtp\images_rgb/image_2997_rgb.jpg,2997,property,gold,gold,,,0,"The surface feels fabric, smooth, providing a consistent and stable tactile experience.",,"deformable, grainy, fabric",0.05695389012765513,0.13333333333333333
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2997_rgb.jpg,data/ssvtp\images_rgb/image_2997_rgb.jpg,2997,comparison,gold,gold,,,0,"The surface feels fabric, smooth. It closely matches the reference tactile labels fabric, smooth, indicating a consistent tactile experience.",,"deformable, grainy, fabric",0.03404699216018259,0.1111111111111111
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2997_rgb.jpg,data/ssvtp\images_rgb/image_2997_rgb.jpg,2997,judgement,gold,gold,,,0,"The sample feels grainy, fabric. These cues may indicate a fabric-like material.",,"deformable, grainy, fabric",0.0734705312597788,0.26666666666666666
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_4330_rgb.jpg,data/ssvtp\images_rgb/image_4330_rgb.jpg,4330,property,gold,gold,,,0,"The surface feels plastic, shiny, flexible, providing a consistent and stable tactile experience.",,"hard, lined, smooth",0.04368583925857939,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_4330_rgb.jpg,data/ssvtp\images_rgb/image_4330_rgb.jpg,4330,comparison,gold,gold,,,0,"The surface feels smooth, fabric. It best matches with the reference tactile sample.",,"hard, lined, smooth",0.05195151087116781,0.13333333333333333
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_4330_rgb.jpg,data/ssvtp\images_rgb/image_4330_rgb.jpg,4330,judgement,gold,gold,,,0,"The sample feels glossy, smooth, round. These cues may indicate a metal-like material.",,"hard, lined, smooth",0.04776020403411885,0.11764705882352941
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_473_rgb.jpg,data/ssvtp\images_rgb/image_473_rgb.jpg,473,property,gold,gold,,,0,"The surface feels soft, fabric, lined, providing a consistent and stable tactile experience.",,"uneven, patterned, sewn, fabric",0.05195151087116781,0.11764705882352941
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_473_rgb.jpg,data/ssvtp\images_rgb/image_473_rgb.jpg,473,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It best matches with the fabric, soft, lined reference.",,"uneven, patterned, sewn, fabric",0.044196871634129616,0.13333333333333333
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_473_rgb.jpg,data/ssvtp\images_rgb/image_473_rgb.jpg,473,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"uneven, patterned, sewn, fabric",0.04776020403411885,0.11764705882352941
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3177_rgb.jpg,data/ssvtp\images_rgb/image_3177_rgb.jpg,3177,property,gold,gold,,,0,"The surface feels fabric, smooth, providing a consistent and stable tactile experience.",,"elastic, lined, deformable, wrinkly",0.04789232204309912,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3177_rgb.jpg,data/ssvtp\images_rgb/image_3177_rgb.jpg,3177,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches the reference tactile cues: fabric, soft, indicating a consistent tactile experience.",,"elastic, lined, deformable, wrinkly",0.028629993657668874,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3177_rgb.jpg,data/ssvtp\images_rgb/image_3177_rgb.jpg,3177,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"elastic, lined, deformable, wrinkly",0.04368583925857939,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2262_rgb.jpg,data/ssvtp\images_rgb/image_2262_rgb.jpg,2262,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"lined, fabric, sewn",0.0734705312597788,0.25
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2262_rgb.jpg,data/ssvtp\images_rgb/image_2262_rgb.jpg,2262,comparison,gold,gold,,,0,"The surface is soft, lined, fabric. It resembles Fabric, Lined, indicating a consistent and stable tactile experience.",,"lined, fabric, sewn",0.05439330544349821,0.2222222222222222
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2262_rgb.jpg,data/ssvtp\images_rgb/image_2262_rgb.jpg,2262,judgement,gold,gold,,,0,"The sample feels fabric, lined. These cues may indicate a fabric-like material.",,"lined, fabric, sewn",0.06178110636313397,0.26666666666666666
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2187_rgb.jpg,data/ssvtp\images_rgb/image_2187_rgb.jpg,2187,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"lined, deformable, soft, woven",0.06178110636313397,0.23529411764705882
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2187_rgb.jpg,data/ssvtp\images_rgb/image_2187_rgb.jpg,2187,comparison,gold,gold,,,0,"The surface feels lined, fabric. It closely matches with soft, fabric, indicating a consistent tactile experience.",,"lined, deformable, soft, woven",0.04891187874480726,0.2105263157894737
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2187_rgb.jpg,data/ssvtp\images_rgb/image_2187_rgb.jpg,2187,judgement,gold,gold,,,0,"The sample feels lined, fabric. These cues may indicate a fabric-like material.",,"lined, deformable, soft, woven",0.05195151087116781,0.125
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2480_rgb.jpg,data/ssvtp\images_rgb/image_2480_rgb.jpg,2480,property,gold,gold,,,0,"The surface feels soft, fabric, providing a consistent and stable tactile experience.",,"mesh, deformable, flimsy",0.04789232204309912,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2480_rgb.jpg,data/ssvtp\images_rgb/image_2480_rgb.jpg,2480,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches with the reference tactile labels.",,"mesh, deformable, flimsy",0.04368583925857939,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2480_rgb.jpg,data/ssvtp\images_rgb/image_2480_rgb.jpg,2480,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"mesh, deformable, flimsy",0.04368583925857939,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_691_rgb.jpg,data/ssvtp\images_rgb/image_691_rgb.jpg,691,property,gold,gold,,,0,"The surface feels soft, fabric, providing a tactile impression consistent with these cues.",,"elastic, sewn, wrinkly",0.04368583925857939,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_691_rgb.jpg,data/ssvtp\images_rgb/image_691_rgb.jpg,691,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches with the reference tactile labels fabric, smooth, indicating a consistent tactile experience.",,"elastic, sewn, wrinkly",0.027076576267554473,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_691_rgb.jpg,data/ssvtp\images_rgb/image_691_rgb.jpg,691,judgement,gold,gold,,,0,"The sample feels fabric, elastic. These cues may indicate a fabric-like material.",,"elastic, sewn, wrinkly",0.05195151087116781,0.13333333333333333
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_906_rgb.jpg,data/ssvtp\images_rgb/image_906_rgb.jpg,906,property,gold,gold,,,0,"The surface feels fabric, smooth, providing a consistent and stable tactile experience.",,"lined, grainy, fabric, deformable",0.05695389012765513,0.125
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_906_rgb.jpg,data/ssvtp\images_rgb/image_906_rgb.jpg,906,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches with the reference tactile labels.",,"lined, grainy, fabric, deformable",0.05195151087116781,0.125
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_906_rgb.jpg,data/ssvtp\images_rgb/image_906_rgb.jpg,906,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"lined, grainy, fabric, deformable",0.05195151087116781,0.125
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2764_rgb.jpg,data/ssvtp\images_rgb/image_2764_rgb.jpg,2764,property,gold,gold,,,0,"The surface feels fabric, smooth, providing a consistent and stable tactile experience.",,"fabric, soft, sewn",0.05695389012765513,0.13333333333333333
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2764_rgb.jpg,data/ssvtp\images_rgb/image_2764_rgb.jpg,2764,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches with the reference tactile labels fabric, smooth, indicating a consistent tactile experience.",,"fabric, soft, sewn",0.038292061380205016,0.2
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2764_rgb.jpg,data/ssvtp\images_rgb/image_2764_rgb.jpg,2764,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"fabric, soft, sewn",0.0567967744513558,0.25
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1391_rgb.jpg,data/ssvtp\images_rgb/image_1391_rgb.jpg,1391,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"soft, deformable, fabric",0.06178110636313397,0.25
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1391_rgb.jpg,data/ssvtp\images_rgb/image_1391_rgb.jpg,1391,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It closely matches with the reference tactile labels fabric, lined, indicating a similar tactile experience.",,"soft, deformable, fabric",0.036321698830878636,0.2
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1391_rgb.jpg,data/ssvtp\images_rgb/image_1391_rgb.jpg,1391,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"soft, deformable, fabric",0.0567967744513558,0.25
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_700_rgb.jpg,data/ssvtp\images_rgb/image_700_rgb.jpg,700,property,gold,gold,,,0,"The surface feels hard, plastic, providing a consistent and stable tactile experience.",,"flat, hard, uneven",0.05695389012765513,0.13333333333333333
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_700_rgb.jpg,data/ssvtp\images_rgb/image_700_rgb.jpg,700,comparison,gold,gold,,,0,"The surface feels plastic, flat, smooth, lined. It best matches with the reference tactile cues: flat, smooth, lined, plastic.",,"flat, hard, uneven",0.03404699216018259,0.11764705882352941
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_700_rgb.jpg,data/ssvtp\images_rgb/image_700_rgb.jpg,700,judgement,gold,gold,,,0,"The sample feels granular, shiny. These cues may indicate a metal-like material.",,"flat, hard, uneven",0.04368583925857939,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1346_rgb.jpg,data/ssvtp\images_rgb/image_1346_rgb.jpg,1346,property,gold,gold,,,0,"The surface feels smooth, flat, providing a consistent and stable tactile experience.",,"hard, flat, splotchy, grainy",0.05695389012765513,0.125
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1346_rgb.jpg,data/ssvtp\images_rgb/image_1346_rgb.jpg,1346,comparison,gold,gold,,,0,"The surface feels smooth, hard, splotchy. It closely matches the reference tactile labels.",,"hard, flat, splotchy, grainy",0.06178110636313397,0.25
