setting,key,desc,image_rel,image_path,tid,intent_qtype,intent_mode,used_intent,pred_intent,gold_intent,intent_correct,answer,reference_labels,label,BLEU4,TokenF1
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_3131_rgb.jpg,data/ssvtp\images_rgb/image_3131_rgb.jpg,3131,comparison,predicted,predicted,,,0,"The surface feels soft, fabric, lined. It closely matches with fabric, lined, patterned from the reference tactile labels.",,"sewn, coarse, fabric, deformable",0.03611971677298602,0.10526315789473685
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_3131_rgb.jpg,data/ssvtp\images_rgb/image_3131_rgb.jpg,3131,judgement,predicted,predicted,,,0,"The sample feels soft, grainy, fabric. These cues may indicate a fabric-like material.",,"sewn, coarse, fabric, deformable",0.04776020403411885,0.11764705882352941
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_3881_rgb.jpg,data/ssvtp\images_rgb/image_3881_rgb.jpg,3881,property,predicted,predicted,,,0,"The surface feels smooth, fabric, providing a consistent and stable tactile experience.",,"flimsy, glossy, sewn",0.04789232204309912,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_3881_rgb.jpg,data/ssvtp\images_rgb/image_3881_rgb.jpg,3881,comparison,predicted,predicted,,,0,"The surface feels fabric, smooth. It best matches with the reference tactile cues: fabric, smooth.",,"flimsy, glossy, sewn",0.03716499092256817,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_3881_rgb.jpg,data/ssvtp\images_rgb/image_3881_rgb.jpg,3881,judgement,predicted,predicted,,,0,"The sample feels fabric, smooth. These cues may indicate a fabric-like material.",,"flimsy, glossy, sewn",0.04368583925857939,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2275_rgb.jpg,data/ssvtp\images_rgb/image_2275_rgb.jpg,2275,property,predicted,predicted,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"lined, deformable, soft, woven",0.06178110636313397,0.23529411764705882
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2275_rgb.jpg,data/ssvtp\images_rgb/image_2275_rgb.jpg,2275,comparison,predicted,predicted,,,0,"The surface feels fabric, lined. It closely matches with soft, fabric, lined, patterned from the reference tactile labels.",,"lined, deformable, soft, woven",0.0429538241783181,0.2105263157894737
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2275_rgb.jpg,data/ssvtp\images_rgb/image_2275_rgb.jpg,2275,judgement,predicted,predicted,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"lined, deformable, soft, woven",0.05195151087116781,0.125
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_1398_rgb.jpg,data/ssvtp\images_rgb/image_1398_rgb.jpg,1398,property,predicted,predicted,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"soft, lined, fabric",0.11498759556447223,0.375
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_1398_rgb.jpg,data/ssvtp\images_rgb/image_1398_rgb.jpg,1398,comparison,predicted,predicted,,,0,"The surface feels soft, lined, fabric. It closely matches the fabric, lined reference.",,"soft, lined, fabric",0.11498759556447223,0.4615384615384615
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_1398_rgb.jpg,data/ssvtp\images_rgb/image_1398_rgb.jpg,1398,judgement,predicted,predicted,,,0,"The sample feels fabric, lined. These cues may indicate a fabric-like material.",,"soft, lined, fabric",0.06178110636313397,0.26666666666666666
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_1871_rgb.jpg,data/ssvtp\images_rgb/image_1871_rgb.jpg,1871,property,predicted,predicted,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"lined, grainy, fabric",0.06178110636313397,0.25
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_1871_rgb.jpg,data/ssvtp\images_rgb/image_1871_rgb.jpg,1871,comparison,predicted,predicted,,,0,"The surface feels soft, fabric. It closely matches with the reference tactile labels fabric, smooth, indicating a similar tactile experience.",,"lined, grainy, fabric",0.03219965714728962,0.1
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_1871_rgb.jpg,data/ssvtp\images_rgb/image_1871_rgb.jpg,1871,judgement,predicted,predicted,,,0,"The sample feels grainy, fabric. These cues may indicate a fabric-like material.",,"lined, grainy, fabric",0.0734705312597788,0.26666666666666666
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2751_rgb.jpg,data/ssvtp\images_rgb/image_2751_rgb.jpg,2751,property,predicted,predicted,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"sewn, soft, fabric",0.06178110636313397,0.25
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2751_rgb.jpg,data/ssvtp\images_rgb/image_2751_rgb.jpg,2751,comparison,predicted,predicted,,,0,"The surface feels soft, fabric. It closely matches with the reference tactile cues.",,"sewn, soft, fabric",0.0734705312597788,0.26666666666666666
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2751_rgb.jpg,data/ssvtp\images_rgb/image_2751_rgb.jpg,2751,judgement,predicted,predicted,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"sewn, soft, fabric",0.0567967744513558,0.25
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2875_rgb.jpg,data/ssvtp\images_rgb/image_2875_rgb.jpg,2875,property,predicted,predicted,,,0,"The surface feels fabric, wrinkly, providing a consistent and stable tactile experience.",,"fabric, soft, deformable",0.05695389012765513,0.13333333333333333
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2875_rgb.jpg,data/ssvtp\images_rgb/image_2875_rgb.jpg,2875,comparison,predicted,predicted,,,0,"The surface feels soft, fabric. It closely matches the reference tactile labels fabric, soft.",,"fabric, soft, deformable",0.06754312828675708,0.28571428571428575
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2875_rgb.jpg,data/ssvtp\images_rgb/image_2875_rgb.jpg,2875,judgement,predicted,predicted,,,0,"The sample feels smooth, fabric. These cues may indicate a fabric-like material.",,"fabric, soft, deformable",0.05195151087116781,0.13333333333333333
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_960_rgb.jpg,data/ssvtp\images_rgb/image_960_rgb.jpg,960,property,predicted,predicted,,,0,"The surface feels lined, deformable, providing a consistent and stable tactile experience.",,"soft, lined, fabric",0.05695389012765513,0.13333333333333333
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_960_rgb.jpg,data/ssvtp\images_rgb/image_960_rgb.jpg,960,comparison,predicted,predicted,,,0,"The surface feels smooth, fabric. It resembles most closely the tactile reference ""fabric, soft, lined"" based on these cues.",,"soft, lined, fabric",0.05328642242777789,0.3
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_960_rgb.jpg,data/ssvtp\images_rgb/image_960_rgb.jpg,960,judgement,predicted,predicted,,,0,"The sample feels lined, fabric. These cues may indicate a fabric-like material.",,"soft, lined, fabric",0.0734705312597788,0.26666666666666666
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2427_rgb.jpg,data/ssvtp\images_rgb/image_2427_rgb.jpg,2427,property,predicted,predicted,,,0,"The surface feels glossy, smooth, providing a consistent and stable tactile experience.",,"smooth, plastic, deformable",0.05695389012765513,0.13333333333333333
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2427_rgb.jpg,data/ssvtp\images_rgb/image_2427_rgb.jpg,2427,comparison,predicted,predicted,,,0,"The surface feels smooth, fabric. It closely matches with the reference tactile cues.",,"smooth, plastic, deformable",0.05195151087116781,0.13333333333333333
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2427_rgb.jpg,data/ssvtp\images_rgb/image_2427_rgb.jpg,2427,judgement,predicted,predicted,,,0,"The sample feels glossy, plastic. These cues may indicate a plastic-like material.",,"smooth, plastic, deformable",0.05195151087116781,0.13333333333333333
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_1793_rgb.jpg,data/ssvtp\images_rgb/image_1793_rgb.jpg,1793,property,predicted,predicted,,,0,"The surface feels flat, hard, splotchy, providing a consistent and stable tactile experience.",,"hard, smooth, flat, splotchy",0.06837203339116285,0.3529411764705882
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_1793_rgb.jpg,data/ssvtp\images_rgb/image_1793_rgb.jpg,1793,comparison,predicted,predicted,,,0,"The surface feels hard, patterned. It closely matches the reference tactile labels: rigid, patterned.",,"hard, smooth, flat, splotchy",0.04776020403411885,0.125
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_1793_rgb.jpg,data/ssvtp\images_rgb/image_1793_rgb.jpg,1793,judgement,predicted,predicted,,,0,"The sample feels hard, splotchy. These cues may indicate a stone-like material.",,"hard, smooth, flat, splotchy",0.06178110636313397,0.23529411764705882
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_185_rgb.jpg,data/ssvtp\images_rgb/image_185_rgb.jpg,185,property,predicted,predicted,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"mesh, plastic, deformable, hard",0.04368583925857939,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_185_rgb.jpg,data/ssvtp\images_rgb/image_185_rgb.jpg,185,comparison,predicted,predicted,,,0,"The surface feels soft, fabric. It resembles fabric, fluffy, indicating a consistent and stable texture.",,"mesh, plastic, deformable, hard",0.03716499092256817,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_185_rgb.jpg,data/ssvtp\images_rgb/image_185_rgb.jpg,185,judgement,predicted,predicted,,,0,"The sample feels metallic, shiny, woven. These cues may indicate a metal-like material.",,"mesh, plastic, deformable, hard",0.040161384364076534,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2096_rgb.jpg,data/ssvtp\images_rgb/image_2096_rgb.jpg,2096,property,predicted,predicted,,,0,"The surface feels lined, fabric, providing a consistent and stable tactile experience.",,"deformable, grainy, woven",0.04789232204309912,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2096_rgb.jpg,data/ssvtp\images_rgb/image_2096_rgb.jpg,2096,comparison,predicted,predicted,,,0,"The surface feels soft, fabric. It resembles lined fabric, woven, patterned, providing a consistent and stable tactile experience.",,"deformable, grainy, woven",0.03611971677298602,0.1
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2096_rgb.jpg,data/ssvtp\images_rgb/image_2096_rgb.jpg,2096,judgement,predicted,predicted,,,0,"The sample feels fabric, lined. These cues may indicate a fabric-like material.",,"deformable, grainy, woven",0.04368583925857939,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_464_rgb.jpg,data/ssvtp\images_rgb/image_464_rgb.jpg,464,property,predicted,predicted,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"hard, splotchy, smooth, flat",0.04368583925857939,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_464_rgb.jpg,data/ssvtp\images_rgb/image_464_rgb.jpg,464,comparison,predicted,predicted,,,0,"The surface feels hard, splotchy, glossy. It closely matches the glossy, splotchy, hard tactile reference.",,"hard, splotchy, smooth, flat",0.06250381527944884,0.26666666666666666
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_464_rgb.jpg,data/ssvtp\images_rgb/image_464_rgb.jpg,464,judgement,predicted,predicted,,,0,"The sample feels lined, fabric. These cues may indicate a fabric-like material.",,"hard, splotchy, smooth, flat",0.04368583925857939,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_4490_rgb.jpg,data/ssvtp\images_rgb/image_4490_rgb.jpg,4490,property,predicted,predicted,,,0,"The surface feels smooth, deformable, providing a consistent and stable tactile experience.",,"uneven, patterned, thick",0.04789232204309912,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_4490_rgb.jpg,data/ssvtp\images_rgb/image_4490_rgb.jpg,4490,comparison,predicted,predicted,,,0,"The surface is soft, lined, fabric. It best matches with fabric, soft, indicating a tactile similarity.",,"uneven, patterned, thick",0.034585921141027376,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_4490_rgb.jpg,data/ssvtp\images_rgb/image_4490_rgb.jpg,4490,judgement,predicted,predicted,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"uneven, patterned, thick",0.04368583925857939,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2997_rgb.jpg,data/ssvtp\images_rgb/image_2997_rgb.jpg,2997,property,predicted,predicted,,,0,"The surface feels soft, fabric, providing a tactile impression consistent with these cues.",,"deformable, grainy, fabric",0.05195151087116781,0.125
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2997_rgb.jpg,data/ssvtp\images_rgb/image_2997_rgb.jpg,2997,comparison,predicted,predicted,,,0,"The surface feels soft, fabric, lined. It best matches with the reference tactile cues: fabric, soft.",,"deformable, grainy, fabric",0.04112982349983278,0.125
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2997_rgb.jpg,data/ssvtp\images_rgb/image_2997_rgb.jpg,2997,judgement,predicted,predicted,,,0,"The sample feels smooth, fabric. These cues may indicate a fabric-like material.",,"deformable, grainy, fabric",0.05195151087116781,0.13333333333333333
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_4330_rgb.jpg,data/ssvtp\images_rgb/image_4330_rgb.jpg,4330,property,predicted,predicted,,,0,"The surface feels soft, fabric, providing a consistent and stable tactile experience.",,"hard, lined, smooth",0.04789232204309912,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_4330_rgb.jpg,data/ssvtp\images_rgb/image_4330_rgb.jpg,4330,comparison,predicted,predicted,,,0,"The surface feels lined, deformable, providing a consistent and stable tactile experience.",,"hard, lined, smooth",0.05695389012765513,0.13333333333333333
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_4330_rgb.jpg,data/ssvtp\images_rgb/image_4330_rgb.jpg,4330,judgement,predicted,predicted,,,0,"The sample feels glossy, round. These cues may indicate a plastic-like material.",,"hard, lined, smooth",0.04368583925857939,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_473_rgb.jpg,data/ssvtp\images_rgb/image_473_rgb.jpg,473,property,predicted,predicted,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"uneven, patterned, sewn, fabric",0.05195151087116781,0.11764705882352941
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_473_rgb.jpg,data/ssvtp\images_rgb/image_473_rgb.jpg,473,comparison,predicted,predicted,,,0,"The surface feels lined, fabric. It loosely matches the reference tactile labels: fabric, woven.",,"uneven, patterned, sewn, fabric",0.04776020403411885,0.125
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_473_rgb.jpg,data/ssvtp\images_rgb/image_473_rgb.jpg,473,judgement,predicted,predicted,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"uneven, patterned, sewn, fabric",0.04776020403411885,0.11764705882352941
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_3177_rgb.jpg,data/ssvtp\images_rgb/image_3177_rgb.jpg,3177,property,predicted,predicted,,,0,"The surface feels soft, fabric, providing a consistent and stable tactile experience.",,"elastic, lined, deformable, wrinkly",0.04789232204309912,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_3177_rgb.jpg,data/ssvtp\images_rgb/image_3177_rgb.jpg,3177,comparison,predicted,predicted,,,0,"The surface feels soft, fabric. It closely matches the reference tactile labels.",,"elastic, lined, deformable, wrinkly",0.04789232204309912,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_3177_rgb.jpg,data/ssvtp\images_rgb/image_3177_rgb.jpg,3177,judgement,predicted,predicted,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"elastic, lined, deformable, wrinkly",0.04368583925857939,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2262_rgb.jpg,data/ssvtp\images_rgb/image_2262_rgb.jpg,2262,property,predicted,predicted,,,0,"The surface feels lined, fabric, providing a consistent and stable tactile experience.",,"lined, fabric, sewn",0.08054496384843701,0.26666666666666666
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2262_rgb.jpg,data/ssvtp\images_rgb/image_2262_rgb.jpg,2262,comparison,predicted,predicted,,,0,"The surface feels soft, lined, fabric. It matches closely with the reference tactile labels.",,"lined, fabric, sewn",0.06754312828675708,0.25
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2262_rgb.jpg,data/ssvtp\images_rgb/image_2262_rgb.jpg,2262,judgement,predicted,predicted,,,0,"The sample feels grainy, fabric. These cues may indicate a fabric-like material.",,"lined, fabric, sewn",0.05195151087116781,0.13333333333333333
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2187_rgb.jpg,data/ssvtp\images_rgb/image_2187_rgb.jpg,2187,property,predicted,predicted,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"lined, deformable, soft, woven",0.06178110636313397,0.23529411764705882
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2187_rgb.jpg,data/ssvtp\images_rgb/image_2187_rgb.jpg,2187,comparison,predicted,predicted,,,0,"The surface feels lined, fabric. It resembles fabric, soft more than hard, flat, smooth.",,"lined, deformable, soft, woven",0.0567967744513558,0.23529411764705882
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2187_rgb.jpg,data/ssvtp\images_rgb/image_2187_rgb.jpg,2187,judgement,predicted,predicted,,,0,"The sample feels lined, fabric. These cues may indicate a fabric-like material.",,"lined, deformable, soft, woven",0.05195151087116781,0.125
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2480_rgb.jpg,data/ssvtp\images_rgb/image_2480_rgb.jpg,2480,property,predicted,predicted,,,0,"The surface feels fabric, coarse, providing a consistent and stable tactile experience.",,"mesh, deformable, flimsy",0.04789232204309912,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2480_rgb.jpg,data/ssvtp\images_rgb/image_2480_rgb.jpg,2480,comparison,predicted,predicted,,,0,"The surface feels fabric, smooth. It closely matches the soft, fabric, lined reference tactile cues.",,"mesh, deformable, flimsy",0.03716499092256817,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2480_rgb.jpg,data/ssvtp\images_rgb/image_2480_rgb.jpg,2480,judgement,predicted,predicted,,,0,"The sample feels shiny, woven. These cues may indicate a metal-like material.",,"mesh, deformable, flimsy",0.04368583925857939,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_691_rgb.jpg,data/ssvtp\images_rgb/image_691_rgb.jpg,691,property,predicted,predicted,,,0,"The surface feels fabric, elastic, providing a consistent and stable tactile experience.",,"elastic, sewn, wrinkly",0.05695389012765513,0.13333333333333333
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_691_rgb.jpg,data/ssvtp\images_rgb/image_691_rgb.jpg,691,comparison,predicted,predicted,,,0,"The surface feels soft, fabric. It closely matches with the reference tactile labels.",,"elastic, sewn, wrinkly",0.04368583925857939,0.0
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_691_rgb.jpg,data/ssvtp\images_rgb/image_691_rgb.jpg,691,judgement,predicted,predicted,,,0,"The sample feels fabric, wrinkly. These cues may indicate a fabric-like material.",,"elastic, sewn, wrinkly",0.05195151087116781,0.13333333333333333
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_906_rgb.jpg,data/ssvtp\images_rgb/image_906_rgb.jpg,906,property,predicted,predicted,,,0,"The surface feels soft, fabric, providing a consistent and stable tactile experience.",,"lined, grainy, fabric, deformable",0.05695389012765513,0.125
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_906_rgb.jpg,data/ssvtp\images_rgb/image_906_rgb.jpg,906,comparison,predicted,predicted,,,0,"The surface feels soft, lined, fabric. It is similar to fabric, lined, indicating a consistent tactile experience.",,"lined, grainy, fabric, deformable",0.04573913556123801,0.2105263157894737
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_906_rgb.jpg,data/ssvtp\images_rgb/image_906_rgb.jpg,906,judgement,predicted,predicted,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"lined, grainy, fabric, deformable",0.0567967744513558,0.23529411764705882
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2764_rgb.jpg,data/ssvtp\images_rgb/image_2764_rgb.jpg,2764,property,predicted,predicted,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"fabric, soft, sewn",0.06178110636313397,0.25
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2764_rgb.jpg,data/ssvtp\images_rgb/image_2764_rgb.jpg,2764,comparison,predicted,predicted,,,0,"The surface is fabric, soft. It resembles the tactile qualities of Fabric, Smooth, indicating a consistent and stable texture.",,"fabric, soft, sewn",0.04814971807094066,0.2
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_2764_rgb.jpg,data/ssvtp\images_rgb/image_2764_rgb.jpg,2764,judgement,predicted,predicted,,,0,"The sample feels fabric, lined. These cues may indicate a fabric-like material.",,"fabric, soft, sewn",0.05195151087116781,0.13333333333333333
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_1391_rgb.jpg,data/ssvtp\images_rgb/image_1391_rgb.jpg,1391,property,predicted,predicted,,,0,"The surface feels lined, fabric, providing a consistent and stable tactile experience.",,"soft, deformable, fabric",0.05695389012765513,0.13333333333333333
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_1391_rgb.jpg,data/ssvtp\images_rgb/image_1391_rgb.jpg,1391,comparison,predicted,predicted,,,0,"The surface feels soft, lined, fabric. It resembles fabric, lined, indicating a tactile likeness.",,"soft, deformable, fabric",0.0567967744513558,0.26666666666666666
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_1391_rgb.jpg,data/ssvtp\images_rgb/image_1391_rgb.jpg,1391,judgement,predicted,predicted,,,0,"The sample feels lined, soft, fabric. These cues may indicate a fabric-like material.",,"soft, deformable, fabric",0.0567967744513558,0.25
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_700_rgb.jpg,data/ssvtp\images_rgb/image_700_rgb.jpg,700,property,predicted,predicted,,,0,"The surface feels hard, flat, patterned, providing a consistent and stable tactile experience.",,"flat, hard, uneven",0.06178110636313397,0.25
D1__t2t__rgb0__tpl1__imode_predicted,D1,intent_pred,images_rgb/image_700_rgb.jpg,data/ssvtp\images_rgb/image_700_rgb.jpg,700,comparison,predicted,predicted,,,0,"The surface feels hard, flat, smooth, patterned. It best matches with the reference tactile sample.",,"flat, hard, uneven",0.052559234208168874,0.23529411764705882
